EngagementID,EventDateKey,PlannedDateKey,StartDateKey,EndDateKey,DepartmentKey,PlanetKey,FactionKey,EngagementTypeKey,Status,FriendlyLosses,EnemyLosses,FriendlyCraftLost,EnemyCraftLost,OrdnanceExpended,DurationHours,SuperlaserStrike,PlanetDestroyed
ENG0000264,20220412,20220407,20220412,20220414,16,7,1,6,Won,226,808,8,11,249,18.4,No,No
ENG0000265,20220414,20220327,20220414,20220417,19,7,5,3,Won,66,249,0,0,84,2.9,No,No
ENG0000266,20220418,20220414,20220418,20220419,19,8,4,1,Won,76,229,1,2,90,7.4,No,No
ENG0000267,20220420,20220416,20220420,20220420,5,10,1,5,Won,102,209,3,6,27,15.8,No,No
ENG0000268,20220422,20220416,20220422,20220422,19,0,4,2,Won,13,37,1,2,166,2.9,No,No
ENG0000269,20220423,20220414,20220423,20220424,19,0,4,2,Won,29,77,0,0,6,4.0,No,No
ENG0000270,20220424,20220422,20220424,20220425,2,8,2,7,Lost,30,106,1,2,95,17.9,No,No
ENG0000271,20220424,20220408,20220424,20220427,19,7,1,3,Won,111,374,2,3,455,14.6,No,No
ENG0000272,20220429,20220412,20220429,20220429,5,11,3,4,Won,33,98,2,2,338,9.8,No,No
ENG0000273,20220501,20220420,20220501,20220502,19,11,3,1,Won,14,39,0,0,80,7.0,No,No
ENG0000274,20220502,20220415,20220502,20220504,19,13,4,1,Lost,41,127,1,1,12,2.2,No,No
ENG0000275,20220503,20220426,20220503,20220504,19,7,1,1,Won,23,47,0,0,25,1.4,No,No
ENG0000276,20220506,20220505,20220506,20220507,19,7,2,1,Won,24,86,0,0,14,6.0,No,No
ENG0000277,20220506,20220421,20220506,20220509,5,13,4,4,Lost,53,197,1,2,39,6.6,No,No
ENG0000278,20220512,20220425,20220512,20220513,19,8,5,1,Won,24,61,1,1,223,1.3,No,No
ENG0000279,20220513,20220504,20220513,20220515,19,13,0,2,Won,29,0,1,0,53,5.9,No,No
ENG0000280,20220515,20220425,20220515,20220517,19,0,4,1,Won,55,148,1,2,30,6.3,No,No
ENG0000281,20220517,20220509,20220517,20220517,19,8,5,1,Won,31,119,0,0,9,1.6,No,No
ENG0000282,20220518,20220515,20220518,20220518,19,7,5,2,Won,17,52,6,9,55,3.1,No,No
ENG0000283,20220520,20220511,20220520,20220521,19,11,3,1,Won,10,18,2,3,38,7.3,No,No
ENG0000284,20220520,20220512,20220520,20220520,19,7,1,1,Won,83,230,0,0,74,1.8,No,No
ENG0000285,20220521,20220515,20220521,20220522,5,13,1,5,Won,183,262,1,2,628,3.0,No,No
ENG0000286,20220522,20220509,20220522,20220525,2,6,4,7,Won,91,281,1,1,23,24.9,No,No
ENG0000287,20220524,20220512,20220524,20220527,19,6,1,3,Won,126,361,1,2,118,15.1,No,No
ENG0000288,20220530,20220518,20220530,20220601,19,11,6,1,Won,26,61,3,6,112,6.7,No,No
ENG0000289,20220601,20220513,20220601,20220602,19,12,1,2,Won,24,91,2,3,49,7.7,No,No
ENG0000290,20220603,20220531,20220603,20220605,19,11,6,1,Won,16,29,1,1,49,4.4,No,No
ENG0000291,20220607,20220521,20220607,20220608,19,11,5,1,Won,11,26,2,3,94,1.1,No,No
ENG0000292,20220609,20220601,20220609,20220611,5,13,1,5,Won,25,80,1,1,237,2.3,No,No
ENG0000293,20220610,20220601,20220610,20220612,19,7,1,1,Won,17,25,3,4,22,5.0,No,No
ENG0000294,20220611,20220608,20220611,20220612,5,14,2,4,Won,118,215,2,5,27,15.8,No,No
ENG0000295,20220614,20220610,20220614,20220616,5,12,1,5,Won,608,2144,0,0,56,11.7,No,No
ENG0000296,20220617,20220601,20220617,20220622,2,8,4,7,Won,59,203,0,0,114,25.0,No,No
ENG0000297,20220618,20220611,20220618,20220618,16,14,5,6,Won,72,155,26,39,81,21.1,No,No
ENG0000298,20220619,20220530,20220619,20220619,5,14,3,5,Won,84,233,1,1,22,7.0,No,No
ENG0000299,20220623,20220613,20220623,20220625,19,11,5,1,Won,30,118,1,2,56,1.6,No,No
ENG0000300,20220625,20220605,20220625,20220628,16,9,5,6,Won,160,364,10,14,172,6.4,No,No
ENG0000301,20220627,20220617,20220627,20220628,19,0,5,1,Won,26,45,5,12,9,5.6,No,No
ENG0000302,20220628,20220616,20220628,20220630,19,12,1,3,Won,29,76,12,33,27,12.8,No,No
ENG0000303,20220704,20220629,20220704,20220705,19,11,4,1,Won,41,144,0,0,46,7.6,No,No
ENG0000304,20220705,20220623,20220705,20220707,19,11,0,2,Lost,19,0,1,0,2,6.6,No,No
ENG0000305,20220707,20220704,20220707,20220707,5,10,2,4,Won,27,69,0,0,142,14.0,No,No
ENG0000306,20220708,20220628,20220708,20220708,19,12,6,1,Won,22,68,0,0,11,4.2,No,No
ENG0000307,20220709,20220621,20220709,20220709,19,10,4,3,Won,39,154,1,2,89,9.4,No,No
ENG0000308,20220711,20220622,20220711,20220712,5,13,5,5,Won,27,97,7,14,61,6.5,No,No
ENG0000309,20220712,20220705,20220712,20220714,5,14,7,5,Won,51,170,3,5,51,8.4,No,No
ENG0000310,20220715,20220708,20220715,20220715,19,7,4,1,Won,7,23,2,5,14,3.3,No,No
ENG0000311,20220720,20220718,20220720,20220721,19,8,5,2,Won,34,42,4,7,16,5.5,No,No
ENG0000312,20220721,20220707,20220721,20220723,5,11,2,4,Won,115,178,0,0,48,7.3,No,No
ENG0000313,20220725,20220721,20220725,20220727,5,9,3,5,Won,72,153,0,0,69,12.2,No,No
ENG0000314,20220726,20220714,20220726,20220727,16,11,7,6,Won,18,38,1,2,141,10.2,No,No
ENG0000315,20220727,20220716,20220727,20220728,19,12,1,1,Won,42,147,2,2,39,6.3,No,No
ENG0000316,20220729,20220724,20220729,20220731,16,10,1,6,Won,172,595,0,0,81,6.0,No,No
ENG0000317,20220801,20220731,20220801,20220803,19,7,6,2,Won,7,20,0,0,58,2.3,No,No
ENG0000318,20220802,20220731,20220802,20220803,19,6,7,3,Won,23,40,3,7,24,10.6,No,No
ENG0000319,20220803,20220730,20220803,20220804,19,13,4,2,Won,11,23,1,1,16,7.3,No,No
ENG0000320,20220805,20220721,20220805,20220806,19,6,3,3,Won,88,125,3,4,42,11.5,No,No
ENG0000321,20220806,20220801,20220806,20220808,5,8,5,4,Won,24,73,7,16,81,5.5,No,No
ENG0000322,20220808,20220723,20220808,20220811,19,8,7,3,Won,16,50,9,11,38,3.7,No,No
ENG0000323,20220811,20220805,20220811,20220814,5,6,6,4,Won,16,32,14,29,24,13.7,No,No
ENG0000324,20220818,20220812,20220818,20220818,19,7,0,1,Won,1,0,1,0,19,1.7,No,No
ENG0000325,20220819,20220805,20220819,20220822,16,12,2,6,Won,139,435,11,25,68,7.5,No,No
ENG0000326,20220821,20220802,20220821,20220824,19,10,6,3,Won,19,28,0,0,20,8.3,No,No
ENG0000327,20220822,20220804,20220822,20220823,16,14,4,6,Won,39,109,1,1,65,14.1,No,No
ENG0000328,20220823,20220819,20220823,20220823,5,7,4,4,Won,66,224,1,2,68,10.7,No,No
ENG0000329,20220824,20220816,20220824,20220827,19,10,4,3,Won,17,32,0,0,35,14.6,No,No
ENG0000330,20220825,20220813,20220825,20220828,5,13,7,4,Won,39,116,1,1,23,6.4,No,No
ENG0000331,20220828,20220822,20220828,20220830,19,14,2,3,Won,48,92,0,0,53,2.3,No,No
ENG0000332,20220829,20220817,20220829,20220829,5,14,1,4,Won,62,133,5,8,59,5.5,No,No
ENG0000333,20220830,20220822,20220830,20220831,19,7,0,2,Won,14,0,0,0,17,2.7,No,No
ENG0000334,20220902,20220824,20220902,20220905,19,7,1,3,Won,40,57,3,4,254,15.5,No,No
ENG0000335,20220905,20220828,20220905,20220906,19,12,6,3,Won,22,30,1,1,103,4.9,No,No
ENG0000336,20220910,20220903,20220910,20220912,19,7,5,1,Won,36,137,0,0,7,7.1,No,No
ENG0000337,20220911,20220903,20220911,20220913,19,9,1,3,Won,44,116,1,1,24,13.1,No,No
ENG0000338,20220912,20220903,20220912,20220913,19,7,4,1,Won,51,105,0,0,61,7.3,No,No
ENG0000339,20220913,20220825,20220913,20220914,19,0,5,1,Won,34,44,2,2,61,2.1,No,No
ENG0000340,20220914,20220903,20220914,20220918,16,13,7,6,Won,35,52,5,9,37,12.5,No,No
ENG0000341,20220915,20220912,20220915,20220918,19,7,1,3,Won,122,156,3,3,36,6.0,No,No
ENG0000342,20220915,20220830,20220915,20220919,2,10,3,7,Won,174,280,2,3,24,4.8,No,No
ENG0000343,20220917,20220906,20220917,20220919,19,11,1,2,Won,59,169,0,0,23,2.5,No,No
ENG0000344,20220918,20220831,20220918,20220918,5,10,5,4,Won,23,84,6,6,35,11.4,No,No
ENG0000345,20220920,20220919,20220920,20220923,19,10,3,3,Won,20,29,4,9,125,7.9,No,No
ENG0000346,20220923,20220907,20220923,20220927,16,13,1,6,Won,292,576,5,8,27,11.2,No,No
ENG0000347,20220924,20220918,20220924,20220926,5,12,5,4,Aborted,54,67,1,1,108,4.7,No,No
ENG0000348,20220928,20220921,20220928,20220929,19,11,1,2,Won,6,23,2,2,31,2.2,No,No
ENG0000349,20220930,20220916,20220930,20221003,16,11,4,6,Won,34,75,11,20,28,21.2,No,No
ENG0000350,20221001,20220912,20221001,20221002,5,13,3,5,Won,157,562,10,17,147,14.2,No,No
ENG0000351,20221012,20221003,20221012,20221012,19,0,0,1,Won,8,0,2,0,12,3.6,No,No
ENG0000352,20221017,20221009,20221017,20221020,5,6,1,4,Won,45,139,7,11,132,14.9,No,No
ENG0000353,20221021,20221018,20221021,20221023,19,8,6,1,Won,4,15,0,0,32,6.5,No,No
ENG0000354,20221022,20221017,20221022,20221025,16,12,5,8,Lost,157,487,4,8,98,16.0,No,No
ENG0000355,20221023,20221016,20221023,20221023,19,0,1,2,Won,21,53,0,0,13,7.4,No,No
ENG0000356,20221025,20221008,20221025,20221026,19,12,5,3,Won,14,23,3,6,22,7.8,No,No
ENG0000357,20221026,20221018,20221026,20221027,16,12,1,6,Won,82,249,3,4,84,10.2,No,No
ENG0000358,20221026,20221016,20221026,20221027,19,6,4,3,Won,18,32,0,0,32,4.7,No,No
ENG0000359,20221027,20221011,20221027,20221027,19,8,5,2,Won,147,518,0,0,49,6.9,No,No
ENG0000360,20221029,20221025,20221029,20221101,19,13,1,3,Won,91,240,3,5,15,8.3,No,No
ENG0000361,20221101,20221013,20221101,20221103,19,13,2,2,Won,39,67,1,1,15,7.8,No,No
ENG0000362,20221103,20221022,20221103,20221103,19,0,5,1,Won,38,97,0,0,20,7.1,No,No
ENG0000363,20221104,20221027,20221104,20221106,5,8,2,5,Won,177,320,1,1,134,13.6,No,No
ENG0000364,20221105,20221029,20221105,20221107,2,7,4,7,Lost,242,394,16,24,88,21.3,No,No
ENG0000365,20221106,20221022,20221106,20221109,5,11,3,5,Won,11,18,13,26,146,5.5,No,No
ENG0000366,20221107,20221025,20221107,20221107,19,6,1,3,Won,125,206,2,4,133,12.5,No,No
ENG0000367,20221109,20221029,20221109,20221109,19,14,1,3,Won,71,253,3,3,178,7.0,No,No
ENG0000368,20221112,20221107,20221112,20221113,19,0,0,1,Won,5,0,4,0,34,4.8,No,No
ENG0000369,20221113,20221027,20221113,20221115,19,12,2,1,Won,75,98,0,0,112,3.8,No,No
ENG0000370,20221115,20221111,20221115,20221117,19,6,6,3,Won,22,31,1,1,76,13.3,No,No
ENG0000371,20221116,20221106,20221116,20221117,19,13,5,2,Won,59,233,3,7,11,3.0,No,No
ENG0000372,20221116,20221109,20221116,20221117,5,12,2,4,Won,60,78,0,0,35,6.6,No,No
ENG0000373,20221117,20221107,20221117,20221122,2,8,1,7,Won,455,655,1,2,82,18.6,No,No
ENG0000374,20221121,20221113,20221121,20221123,19,8,6,1,Won,48,106,2,4,161,6.3,No,No
ENG0000375,20221123,20221106,20221123,20221125,5,9,4,4,Won,46,150,2,3,442,7.4,No,No
ENG0000376,20221128,20221122,20221128,20221201,5,7,4,5,Won,33,102,0,0,144,7.8,No,No
ENG0000377,20221130,20221123,20221130,20221130,16,6,6,8,Won,117,342,1,1,67,26.7,No,No
ENG0000378,20221203,20221113,20221203,20221205,5,9,5,4,Won,691,1373,6,16,136,4.3,No,No
ENG0000379,20221203,20221129,20221203,20221205,19,0,6,2,Won,26,92,2,4,33,7.5,No,No
ENG0000380,20221205,20221121,20221205,20221205,19,10,6,3,Won,258,985,7,20,34,6.5,No,No
ENG0000381,20221207,20221117,20221207,20221208,5,6,1,4,Won,106,328,1,2,82,10.6,No,No
ENG0000382,20221208,20221121,20221208,20221211,2,13,1,7,Won,96,276,6,12,58,5.1,No,No
ENG0000383,20221210,20221122,20221210,20221212,19,7,5,1,Won,40,142,4,10,30,1.2,No,No
ENG0000384,20221211,20221206,20221211,20221214,5,7,2,5,Won,139,364,1,1,90,5.2,No,No
ENG0000385,20221213,20221212,20221213,20221214,19,13,6,1,Won,50,152,2,5,20,5.8,No,No
ENG0000386,20221215,20221203,20221215,20221215,5,13,1,5,Won,109,152,1,1,39,13.0,No,No
ENG0000387,20221220,20221218,20221220,20221222,19,8,7,2,Won,36,135,1,1,43,5.3,No,No
ENG0000388,20221224,20221209,20221224,20221226,5,7,4,4,Lost,25,98,1,1,91,8.6,No,No
ENG0000389,20221225,20221214,20221225,20221226,19,7,6,1,Won,6,23,0,0,12,4.2,No,No
ENG0000390,20221226,20221212,20221226,20221227,5,9,7,4,Won,9,28,4,10,160,8.3,No,No
ENG0000391,20221228,20221216,20221228,20221229,19,0,1,2,Won,101,249,4,7,52,5.7,No,No
ENG0000392,20221229,20221222,20221229,20221229,19,13,4,3,Won,92,269,1,1,38,5.7,No,No
ENG0000393,20230101,20221226,20230101,20230101,5,12,7,4,Won,89,284,2,5,78,7.5,No,No
ENG0000394,20230101,20221229,20230101,20230104,5,6,4,4,Won,82,220,12,13,28,11.5,No,No
ENG0000395,20230103,20230102,20230103,20230104,5,13,2,5,Won,62,75,1,1,68,10.1,No,No
ENG0000396,20230104,20221229,20230104,20230105,16,13,1,6,Won,61,85,10,26,126,15.8,No,No
ENG0000397,20230105,20221226,20230105,20230108,16,6,3,6,Aborted,31,63,2,5,166,4.5,No,No
ENG0000398,20230108,20221228,20230108,20230110,5,11,1,4,Won,27,52,0,0,45,4.5,No,No
ENG0000399,20230108,20230102,20230108,20230112,16,6,6,8,Aborted,143,276,4,8,84,28.4,No,No
ENG0000400,20230112,20221230,20230112,20230113,19,8,1,2,Won,46,157,0,0,34,7.5,No,No
ENG0000401,20230113,20230109,20230113,20230114,5,11,4,4,Won,50,127,4,4,29,15.1,No,No
ENG0000402,20230113,20230105,20230113,20230113,19,12,5,2,Won,16,19,2,3,18,6.4,No,No
ENG0000403,20230114,20230103,20230114,20230117,5,14,4,5,Won,28,102,1,1,96,4.5,No,No
ENG0000404,20230116,20230102,20230116,20230116,19,11,6,2,Won,13,26,4,7,24,1.5,No,No
ENG0000405,20230117,20221228,20230117,20230119,5,13,7,5,Won,19,54,6,16,31,2.9,No,No
ENG0000406,20230120,20230108,20230120,20230120,19,7,4,2,Won,32,113,1,2,49,3.3,No,No
ENG0000407,20230121,20230115,20230121,20230123,19,9,1,3,Won,119,330,2,3,208,8.0,No,No
ENG0000408,20230121,20230115,20230121,20230121,19,13,6,2,Won,4,5,2,2,24,8.0,No,No
ENG0000409,20230126,20230112,20230126,20230126,19,11,5,1,Lost,33,124,0,0,29,5.1,No,No
ENG0000410,20230129,20230109,20230129,20230129,5,7,7,5,Won,11,40,3,4,53,15.0,No,No
ENG0000411,20230130,20230113,20230130,20230201,19,0,7,1,Won,17,45,2,3,19,2.4,No,No
ENG0000412,20230204,20230202,20230204,20230204,19,7,1,1,Won,36,96,1,2,25,2.8,No,No
ENG0000413,20230209,20230203,20230209,20230209,19,11,5,1,Won,10,38,2,4,24,4.3,No,No
ENG0000414,20230210,20230131,20230210,20230211,5,7,7,4,Won,41,54,4,8,36,3.9,No,No
ENG0000415,20230212,20230211,20230212,20230212,5,12,1,5,Won,497,1579,1,2,219,12.1,No,No
ENG0000416,20230215,20230127,20230215,20230215,19,0,6,1,Won,4,14,0,0,159,2.8,No,No
ENG0000417,20230216,20230129,20230216,20230218,16,14,3,6,Won,127,227,4,6,148,14.7,No,No
ENG0000418,20230222,20230215,20230222,20230223,19,10,6,3,Won,15,59,0,0,181,7.4,No,No
ENG0000419,20230222,20230203,20230222,20230225,16,13,7,6,Won,146,428,5,6,47,14.2,No,No
ENG0000420,20230224,20230220,20230224,20230228,2,12,1,7,Won,118,469,2,2,64,14.6,No,No
ENG0000421,20230225,20230209,20230225,20230227,5,12,1,4,Won,339,1156,7,15,19,10.5,No,No
ENG0000422,20230226,20230207,20230226,20230227,19,8,4,2,Won,34,116,1,2,5,5.1,No,No
ENG0000423,20230226,20230207,20230226,20230227,19,11,1,2,Won,235,416,4,9,8,6.5,No,No
ENG0000424,20230227,20230218,20230227,20230227,19,12,0,1,Won,7,0,1,0,10,5.2,No,No
ENG0000425,20230228,20230221,20230228,20230228,16,10,1,6,Won,99,138,1,2,54,11.4,No,No
ENG0000426,20230301,20230213,20230301,20230301,16,10,2,6,Won,134,392,2,3,187,10.4,No,No
ENG0000427,20230302,20230213,20230302,20230302,19,11,6,2,Won,12,20,0,0,42,3.8,No,No
ENG0000428,20230303,20230302,20230303,20230303,19,13,6,1,Won,33,115,1,1,43,5.3,No,No
ENG0000429,20230304,20230214,20230304,20230305,5,8,4,4,Won,68,137,0,0,52,15.4,No,No
ENG0000430,20230305,20230303,20230305,20230305,19,13,4,1,Won,49,149,3,3,11,4.1,No,No
ENG0000431,20230309,20230305,20230309,20230311,5,9,4,4,Lost,11,17,0,0,52,3.4,No,No
ENG0000432,20230311,20230306,20230311,20230311,5,7,7,4,Won,30,48,1,1,43,3.2,No,No
ENG0000433,20230311,20230223,20230311,20230311,19,13,4,1,Won,29,77,0,0,13,7.9,No,No
ENG0000434,20230314,20230307,20230314,20230317,19,12,1,3,Won,74,253,4,9,134,7.6,No,No
ENG0000435,20230314,20230301,20230314,20230315,19,0,3,1,Won,66,83,0,0,16,5.5,No,No
ENG0000436,20230315,20230310,20230315,20230318,5,11,1,5,Won,209,763,7,14,102,15.5,No,No
ENG0000437,20230320,20230306,20230320,20230322,5,13,2,4,Won,20,64,0,0,230,4.2,No,No
ENG0000438,20230321,20230305,20230321,20230323,19,13,4,2,Won,17,26,6,6,11,3.4,No,No
ENG0000439,20230322,20230320,20230322,20230322,5,11,6,4,Won,23,40,2,3,30,4.1,No,No
ENG0000440,20230327,20230311,20230327,20230327,19,8,6,2,Won,96,344,1,1,90,6.6,No,No
ENG0000441,20230328,20230313,20230328,20230328,19,11,3,1,Lost,16,62,0,0,27,7.5,No,No
ENG0000442,20230331,20230325,20230331,20230403,16,12,6,8,Won,33,101,0,0,130,6.5,No,No
ENG0000443,20230403,20230319,20230403,20230406,19,14,1,3,Won,151,580,3,6,93,8.1,No,No
ENG0000444,20230404,20230330,20230404,20230405,19,7,7,2,Won,24,65,0,0,31,6.9,No,No
ENG0000445,20230406,20230326,20230406,20230406,19,13,4,1,Won,16,55,1,2,26,6.0,No,No
ENG0000446,20230407,20230403,20230407,20230407,19,6,1,3,Won,18,33,3,4,31,5.8,No,No
ENG0000447,20230409,20230407,20230409,20230412,5,6,6,5,Won,34,108,0,0,38,2.0,No,No
ENG0000448,20230409,20230325,20230409,20230409,19,13,4,2,Won,52,79,0,0,38,5.3,No,No
ENG0000449,20230413,20230326,20230413,20230415,19,12,6,1,Won,8,15,0,0,19,7.7,No,No
ENG0000450,20230414,20230410,20230414,20230414,19,0,5,2,Won,8,24,1,2,12,2.8,No,No
ENG0000451,20230415,20230409,20230415,20230416,5,7,6,4,Won,86,161,2,2,22,11.0,No,No
ENG0000452,20230416,20230331,20230416,20230416,19,11,2,3,Won,53,100,4,6,31,14.5,No,No
ENG0000453,20230417,20230407,20230417,20230417,19,8,6,1,Won,9,17,1,2,10,2.6,No,No
ENG0000454,20230418,20230413,20230418,20230418,5,9,2,4,Won,12,20,1,1,307,13.9,No,No
ENG0000455,20230420,20230409,20230420,20230421,19,13,4,2,Won,33,57,4,8,133,5.4,No,No
ENG0000456,20230422,20230404,20230422,20230423,19,11,4,2,Won,15,54,1,2,13,2.4,No,No
ENG0000457,20230423,20230409,20230423,20230424,5,9,1,5,Won,143,529,3,8,43,8.6,No,No
ENG0000458,20230428,20230422,20230428,20230430,19,8,5,3,Won,102,253,5,12,12,10.2,No,No
ENG0000459,20230430,20230419,20230430,20230430,16,7,1,6,Won,105,365,4,7,114,14.3,No,No
ENG0000460,20230502,20230428,20230502,20230502,19,0,0,2,Won,8,0,5,0,9,7.6,No,No
ENG0000461,20230503,20230418,20230503,20230503,19,8,4,2,Lost,20,72,1,2,15,3.5,No,No
ENG0000462,20230504,20230428,20230504,20230507,19,9,7,3,Won,5,16,1,1,12,4.0,No,No
ENG0000463,20230506,20230418,20230506,20230506,5,11,1,5,Won,157,627,1,2,26,6.0,No,No
ENG0000464,20230507,20230421,20230507,20230508,19,12,6,1,Won,7,18,0,0,98,6.1,No,No
ENG0000465,20230510,20230503,20230510,20230511,19,8,4,1,Won,2,6,13,23,385,7.4,No,No
ENG0000466,20230513,20230510,20230513,20230514,5,13,1,5,Won,18,66,1,1,435,13.4,No,No
ENG0000467,20230514,20230511,20230514,20230516,16,13,6,6,Won,146,454,9,14,91,13.0,No,No
ENG0000468,20230516,20230430,20230516,20230517,16,11,7,6,Won,65,176,12,16,571,12.7,No,No
ENG0000469,20230518,20230509,20230518,20230522,2,8,1,7,Won,703,1549,0,0,117,21.0,No,No
ENG0000470,20230519,20230504,20230519,20230522,2,7,1,7,Won,114,396,2,5,20,15.5,No,No
ENG0000471,20230519,20230514,20230519,20230520,19,0,0,1,Won,23,0,0,0,6,5.1,No,No
ENG0000472,20230520,20230510,20230520,20230520,19,7,1,2,Won,44,128,5,5,7,6.3,No,No
ENG0000473,20230521,20230504,20230521,20230523,19,7,4,2,Won,19,62,1,1,85,4.4,No,No
ENG0000474,20230523,20230509,20230523,20230524,5,14,1,5,Won,112,305,14,15,187,3.2,No,No
ENG0000475,20230525,20230513,20230525,20230527,19,8,6,3,Won,9,33,3,8,199,9.4,No,No
ENG0000476,20230526,20230514,20230526,20230530,16,13,5,6,Won,115,388,0,0,159,8.2,No,No
ENG0000477,20230529,20230522,20230529,20230530,5,10,1,5,Won,71,163,1,2,28,2.7,No,No
ENG0000478,20230530,20230525,20230530,20230530,19,11,0,2,Aborted,4,0,6,0,63,7.2,No,No
ENG0000479,20230530,20230522,20230530,20230531,5,12,6,4,Won,153,353,2,2,56,8.1,No,No
ENG0000480,20230531,20230515,20230531,20230602,19,7,3,2,Won,24,69,2,4,6,1.2,No,No
ENG0000481,20230531,20230526,20230531,20230531,19,8,7,1,Lost,7,13,2,4,26,4.4,No,No
ENG0000482,20230602,20230513,20230602,20230602,19,0,0,1,Won,13,0,0,0,61,6.6,No,No
ENG0000483,20230603,20230527,20230603,20230604,19,7,3,2,Won,35,87,0,0,33,7.2,No,No
ENG0000484,20230604,20230531,20230604,20230604,19,7,1,1,Won,22,36,0,0,26,7.5,No,No
ENG0000485,20230605,20230530,20230605,20230606,19,12,7,1,Won,18,35,1,1,21,7.3,No,No
ENG0000486,20230606,20230524,20230606,20230606,16,14,1,6,Won,120,256,18,49,170,3.7,No,No
ENG0000487,20230608,20230607,20230608,20230609,19,13,4,1,Lost,51,104,0,0,38,5.7,No,No
ENG0000488,20230610,20230528,20230610,20230611,19,0,5,1,Won,10,14,1,1,3,5.4,No,No
ENG0000489,20230612,20230524,20230612,20230614,19,12,0,1,Won,3,0,0,0,52,1.1,No,No
ENG0000490,20230613,20230529,20230613,20230615,19,7,2,2,Won,24,88,0,0,21,5.9,No,No
ENG0000491,20230614,20230525,20230614,20230615,19,0,6,1,Won,17,36,4,10,98,3.6,No,No
ENG0000492,20230615,20230528,20230615,20230615,19,12,4,2,Won,122,159,2,4,41,3.1,No,No
ENG0000493,20230620,20230609,20230620,20230620,2,6,2,7,Won,254,407,10,11,214,21.6,No,No
ENG0000494,20230621,20230605,20230621,20230624,19,6,1,3,Won,247,906,5,8,84,6.1,No,No
ENG0000495,20230623,20230619,20230623,20230623,19,12,5,2,Won,70,249,0,0,51,2.5,No,No
ENG0000496,20230624,20230617,20230624,20230625,5,13,1,4,Won,58,89,2,2,234,12.4,No,No
ENG0000497,20230625,20230615,20230625,20230625,19,8,1,1,Won,19,48,0,0,37,1.6,No,No
ENG0000498,20230626,20230624,20230626,20230627,19,8,1,1,Won,82,129,2,2,49,2.2,No,No
ENG0000499,20230628,20230621,20230628,20230629,5,14,7,5,Won,62,226,1,2,56,13.2,No,No
ENG0000500,20230630,20230627,20230630,20230701,19,7,4,1,Won,10,39,5,11,28,6.5,No,No
ENG0000501,20230702,20230616,20230702,20230705,5,6,6,5,Won,76,142,1,2,19,2.7,No,No
ENG0000502,20230705,20230619,20230705,20230707,19,7,7,2,Won,51,87,3,3,28,7.3,No,No
ENG0000503,20230707,20230624,20230707,20230709,19,12,1,3,Won,47,161,7,8,86,3.5,No,No
ENG0000504,20230708,20230705,20230708,20230710,19,8,0,1,Won,13,0,1,0,29,4.2,No,No
ENG0000505,20230710,20230624,20230710,20230711,19,13,4,1,Won,30,64,2,3,113,2.5,No,No
ENG0000506,20230712,20230709,20230712,20230714,19,11,5,1,Lost,69,146,11,25,11,6.1,No,No
ENG0000507,20230714,20230709,20230714,20230716,19,0,1,2,Won,194,475,4,5,87,3.0,No,No
ENG0000508,20230719,20230718,20230719,20230721,19,13,5,1,Lost,36,142,0,0,12,4.8,No,No
ENG0000509,20230720,20230707,20230720,20230721,19,7,6,1,Won,36,107,2,5,18,4.3,No,No
ENG0000510,20230722,20230717,20230722,20230724,19,0,5,2,Won,6,17,3,7,174,3.3,No,No
ENG0000511,20230724,20230717,20230724,20230724,19,0,4,1,Won,19,33,0,0,56,3.2,No,No
ENG0000512,20230726,20230714,20230726,20230728,19,8,4,1,Won,24,93,1,1,18,3.2,No,No
ENG0000513,20230727,20230707,20230727,20230728,5,6,4,4,Won,18,67,2,2,50,14.3,No,No
ENG0000514,20230729,20230726,20230729,20230729,19,7,4,1,Won,4,10,2,5,5,5.3,No,No
ENG0000515,20230731,20230730,20230731,20230803,5,13,7,4,Won,34,55,8,12,61,10.7,No,No
ENG0000516,20230731,20230715,20230731,20230801,2,14,1,7,Lost,30,47,1,2,946,30.1,No,No
ENG0000517,20230801,20230729,20230801,20230803,19,12,1,2,Lost,32,66,3,3,56,2.1,No,No
ENG0000518,20230803,20230716,20230803,20230804,5,12,4,4,Won,16,55,1,1,87,3.0,No,No
ENG0000519,20230805,20230718,20230805,20230805,19,8,5,2,Won,33,102,0,0,66,6.1,No,No
ENG0000520,20230805,20230802,20230805,20230806,19,13,5,3,Won,92,123,1,2,22,15.1,No,No
ENG0000521,20230806,20230717,20230806,20230806,19,11,1,3,Won,84,227,0,0,124,13.4,No,No
ENG0000522,20230808,20230804,20230808,20230810,19,11,1,2,Won,26,88,0,0,50,7.2,No,No
ENG0000523,20230809,20230730,20230809,20230810,19,13,4,1,Won,68,117,0,0,215,2.5,No,No
ENG0000524,20230810,20230729,20230810,20230811,19,13,2,3,Won,45,57,3,4,95,10.9,No,No
ENG0000525,20230811,20230726,20230811,20230812,5,14,4,4,Won,40,120,2,4,48,15.2,No,No
ENG0000526,20230813,20230730,20230813,20230817,16,12,4,6,Won,123,252,4,5,159,15.6,No,No
ENG0000527,20230814,20230728,20230814,20230818,2,10,1,7,Won,95,334,1,1,232,25.1,No,No
ENG0000528,20230815,20230728,20230815,20230817,19,8,4,1,Aborted,36,114,0,0,5,4.3,No,No
