SnapshotDateKey,ConditionKey,ThreatIndex,TIESquadronsOperational,TIESquadronsTotal,SuperlaserChargePct,ShieldIntegrityPct,TurbolaserBatteriesOnline,TurbolaserBatteriesTotal,SortiesFlown
20200404,1,24.3,86,103,0.0,100.0,4772,5000,20
20200405,1,27.8,86,103,0.0,100.0,4796,5000,42
20200406,1,25.1,83,103,0.0,100.0,4571,5000,32
20200407,1,24.3,83,103,0.0,100.0,4810,5000,37
20200408,1,21.2,82,103,0.0,100.0,4898,5000,44
20200409,1,21.3,96,103,0.0,100.0,4919,5000,34
20200410,1,18.2,95,103,0.0,100.0,4727,5000,37
20200411,1,22.6,92,103,0.0,100.0,4745,5000,39
20200412,1,25.6,92,104,0.0,100.0,4675,5000,30
20200413,1,21.4,92,104,0.0,100.0,4556,5000,55
20200414,1,24.0,93,104,0.0,100.0,4578,5000,47
20200415,1,20.1,97,104,0.0,100.0,4575,5000,58
20200416,1,22.0,91,104,0.0,100.0,4934,5000,33
20200417,1,21.0,93,104,0.0,100.0,4768,5000,36
20200418,1,19.3,96,104,0.0,100.0,4872,5000,58
20200419,1,21.7,95,104,0.0,100.0,4546,5000,49
20200420,1,19.3,96,104,0.0,100.0,4943,5000,37
20200421,1,20.1,87,104,0.0,100.0,4930,5000,25
20200422,1,24.6,92,104,0.0,100.0,4879,5000,19
20200423,1,19.3,89,104,0.0,100.0,4864,5000,21
20200424,1,27.0,86,104,0.0,100.0,4919,5000,23
20200425,1,25.4,93,104,0.0,100.0,4759,5000,24
20200426,1,25.1,86,104,0.0,100.0,4820,5000,32
20200427,1,26.7,95,104,0.0,100.0,4599,5000,60
20200428,1,26.5,92,104,0.0,100.0,4564,5000,31
20200429,1,25.2,83,104,0.0,100.0,4871,5000,60
20200430,1,18.8,95,104,0.0,100.0,4765,5000,39
20200501,1,20.1,93,104,0.0,100.0,4891,5000,61
20200502,1,22.1,89,104,0.0,100.0,4531,5000,30
20200503,1,20.7,88,104,0.0,100.0,4837,5000,33
20200504,1,28.1,92,104,0.0,100.0,4544,5000,24
20200505,1,19.8,98,105,0.0,100.0,4735,5000,43
20200506,1,24.6,95,105,0.0,100.0,4653,5000,14
20200507,1,19.0,98,105,0.0,100.0,4624,5000,29
20200508,1,27.1,90,105,0.0,100.0,4923,5000,34
20200509,1,24.5,90,105,0.0,100.0,4708,5000,46
20200510,1,24.7,85,105,0.0,100.0,4709,5000,25
20200511,1,21.1,94,105,0.0,100.0,4707,5000,45
20200512,1,29.6,85,105,0.0,100.0,4645,5000,18
20200513,1,21.7,87,105,0.0,100.0,4581,5000,21
20200514,1,23.7,85,105,0.0,100.0,4516,5000,35
20200515,1,25.2,97,105,0.0,100.0,4804,5000,30
20200516,1,22.1,90,105,0.0,100.0,4840,5000,16
20200517,1,20.9,89,105,0.0,100.0,4914,5000,21
20200518,1,22.2,99,105,0.0,100.0,4880,5000,50
20200519,1,29.2,100,105,0.0,100.0,4812,5000,45
20200520,1,23.2,85,105,0.0,100.0,4779,5000,51
20200521,1,27.9,85,105,0.0,100.0,4898,5000,39
20200522,1,24.9,90,105,0.0,100.0,4682,5000,54
20200523,1,27.4,94,105,0.0,100.0,4541,5000,42
20200524,1,22.3,96,105,0.0,100.0,4899,5000,56
20200525,1,28.1,95,105,0.0,100.0,4540,5000,40
20200526,1,29.6,92,105,0.0,100.0,4750,5000,45
20200527,2,41.6,87,105,0.0,100.0,4895,5000,69
20200528,2,30.5,95,106,0.0,100.0,4556,5000,31
20200529,1,22.8,98,106,0.0,100.0,4938,5000,40
20200530,1,25.4,86,106,0.0,100.0,4702,5000,39
20200531,1,26.8,97,106,0.0,100.0,4645,5000,31
20200601,1,20.7,88,106,0.0,100.0,4643,5000,63
20200602,1,20.2,89,106,0.0,100.0,4578,5000,10
20200603,1,28.2,84,106,0.0,100.0,4583,5000,44
20200604,2,30.2,86,106,0.0,100.0,4734,5000,51
20200605,1,20.0,90,106,0.0,100.0,4529,5000,16
20200606,1,25.7,95,106,0.0,100.0,4691,5000,47
20200607,1,28.7,96,106,0.0,100.0,4835,5000,65
20200608,2,33.5,95,106,0.0,100.0,4940,5000,58
20200609,1,29.2,96,106,0.0,100.0,4646,5000,48
20200610,1,22.7,96,106,0.0,100.0,4511,5000,35
20200611,1,22.1,94,106,0.0,100.0,4594,5000,32
20200612,1,24.4,98,106,0.0,100.0,4677,5000,35
20200613,1,29.4,96,106,0.0,100.0,4789,5000,32
20200614,1,21.3,85,106,0.0,100.0,4696,5000,38
20200615,1,26.4,95,106,0.0,100.0,4766,5000,48
20200616,1,22.1,90,106,0.0,100.0,4883,5000,22
20200617,1,19.7,100,106,0.0,100.0,4761,5000,32
20200618,2,30.3,95,106,0.0,100.0,4901,5000,81
20200619,2,30.7,90,106,0.0,100.0,4816,5000,51
20200620,1,20.0,92,106,0.0,100.0,4754,5000,35
20200621,1,23.6,89,107,0.0,100.0,4505,5000,40
20200622,1,22.5,89,107,0.0,100.0,4500,5000,41
20200623,2,30.8,93,107,0.0,100.0,4615,5000,40
20200624,1,26.2,100,107,0.0,100.0,4736,5000,48
20200625,1,27.7,101,107,0.0,100.0,4949,5000,34
20200626,1,25.1,96,107,0.0,100.0,4670,5000,46
20200627,1,21.8,98,107,0.0,100.0,4938,5000,35
20200628,1,29.3,94,107,0.0,100.0,4712,5000,68
20200629,1,20.5,99,107,0.0,100.0,4857,5000,37
20200630,1,20.3,100,107,0.0,100.0,4947,5000,48
20200701,1,27.4,97,107,0.0,100.0,4695,5000,37
20200702,1,22.7,100,107,0.0,100.0,4593,5000,47
20200703,1,22.6,96,107,0.0,100.0,4840,5000,56
20200704,1,21.0,92,107,0.0,100.0,4882,5000,21
20200705,2,40.0,93,107,0.0,100.0,4707,5000,51
20200706,1,29.8,87,107,0.0,100.0,4560,5000,32
20200707,1,23.7,87,107,0.0,100.0,4830,5000,32
20200708,2,31.5,100,107,0.0,100.0,4875,5000,31
20200709,1,22.2,96,107,0.0,100.0,4812,5000,41
20200710,1,28.8,86,107,0.0,100.0,4905,5000,2
20200711,2,30.4,98,107,0.0,100.0,4660,5000,60
20200712,1,27.8,86,107,0.0,100.0,4579,5000,37
20200713,1,23.9,97,107,0.0,100.0,4503,5000,4
20200714,1,25.4,102,108,0.0,100.0,4838,5000,33
20200715,2,30.4,89,108,0.0,100.0,4697,5000,25
20200716,1,24.1,92,108,0.0,100.0,4701,5000,66
20200717,1,25.4,92,108,0.0,100.0,4784,5000,51
20200718,1,21.5,92,108,0.0,100.0,4778,5000,54
20200719,1,21.8,97,108,0.0,100.0,4805,5000,50
20200720,1,26.9,88,108,0.0,100.0,4587,5000,46
20200721,1,26.5,86,108,0.0,100.0,4710,5000,52
20200722,1,29.3,87,108,0.0,100.0,4653,5000,41
20200723,1,20.9,90,108,0.0,100.0,4903,5000,56
20200724,2,49.8,83,108,0.0,63.0,4522,5000,108
20200725,2,32.1,102,108,0.0,100.0,4503,5000,63
20200726,1,26.2,96,108,0.0,100.0,4728,5000,50
20200727,2,36.1,89,108,0.0,100.0,4886,5000,60
20200728,1,22.2,91,108,0.0,100.0,4945,5000,35
20200729,1,24.9,100,108,0.0,100.0,4648,5000,44
20200730,1,21.4,96,108,0.0,100.0,4666,5000,47
20200731,1,23.2,94,108,0.0,100.0,4754,5000,31
20200801,1,28.2,91,108,0.0,100.0,4633,5000,32
20200802,1,20.6,92,108,0.0,100.0,4554,5000,51
20200803,1,28.5,87,108,0.0,100.0,4728,5000,34
20200804,1,22.3,94,108,0.0,100.0,4922,5000,52
20200805,1,26.4,88,108,0.0,100.0,4705,5000,35
20200806,2,30.2,92,109,0.0,100.0,4617,5000,35
20200807,2,47.8,87,109,0.0,71.8,4819,5000,110
20200808,1,29.7,95,109,0.0,100.0,4694,5000,45
20200809,2,48.9,84,109,0.0,61.3,4514,5000,114
20200810,1,21.9,87,109,0.0,100.0,4823,5000,39
20200811,1,28.0,96,109,0.0,100.0,4818,5000,47
20200812,1,25.7,95,109,0.0,100.0,4723,5000,29
20200813,1,23.7,96,109,0.0,100.0,4894,5000,22
20200814,2,30.2,102,109,0.0,100.0,4517,5000,25
20200815,1,21.5,101,109,0.0,100.0,4720,5000,41
20200816,2,31.5,94,109,0.0,100.0,4505,5000,38
20200817,2,32.3,101,109,0.0,100.0,4690,5000,35
20200818,1,21.0,103,109,0.0,100.0,4838,5000,44
20200819,2,31.1,98,109,0.0,100.0,4920,5000,42
20200820,1,23.8,94,109,0.0,100.0,4658,5000,43
20200821,1,24.3,102,109,0.0,100.0,4685,5000,30
20200822,1,27.5,97,109,0.0,100.0,4633,5000,43
20200823,1,26.3,91,109,0.0,100.0,4779,5000,59
20200824,1,29.6,102,109,0.0,100.0,4882,5000,56
20200825,1,26.4,100,109,0.0,100.0,4517,5000,31
20200826,2,30.2,89,109,0.0,100.0,4718,5000,41
20200827,2,30.7,100,109,0.0,100.0,4874,5000,34
20200828,2,32.1,103,109,0.0,100.0,4527,5000,48
20200829,1,23.0,101,109,0.0,100.0,4921,5000,41
20200830,2,32.5,94,110,0.0,100.0,4927,5000,44
20200831,1,23.2,102,110,0.0,100.0,4944,5000,45
20200901,2,31.0,101,110,0.0,100.0,4720,5000,51
20200902,1,25.5,101,110,0.0,100.0,4687,5000,14
20200903,2,31.7,103,110,0.0,100.0,4605,5000,39
20200904,1,25.1,102,110,0.0,100.0,4724,5000,38
20200905,1,22.6,96,110,0.0,100.0,4579,5000,33
20200906,1,24.6,99,110,0.0,100.0,4613,5000,50
20200907,1,27.8,89,110,0.0,100.0,4665,5000,42
20200908,2,30.1,105,110,0.0,100.0,4928,5000,58
20200909,1,27.7,89,110,0.0,100.0,4809,5000,57
20200910,1,26.1,105,110,0.0,100.0,4696,5000,33
20200911,1,28.0,96,110,0.0,100.0,4525,5000,52
20200912,2,31.4,105,110,0.0,100.0,4867,5000,54
20200913,2,32.8,94,110,0.0,100.0,4911,5000,30
20200914,1,28.5,91,110,0.0,100.0,4641,5000,33
20200915,1,21.8,92,110,0.0,100.0,4773,5000,22
20200916,1,22.9,90,110,0.0,100.0,4542,5000,42
20200917,1,26.5,88,110,0.0,100.0,4701,5000,37
20200918,1,27.8,92,110,0.0,100.0,4734,5000,40
20200919,1,22.4,104,110,0.0,100.0,4612,5000,50
20200920,1,28.7,92,110,0.0,100.0,4515,5000,31
20200921,1,27.4,105,110,0.0,100.0,4656,5000,48
20200922,1,23.8,93,111,0.0,100.0,4857,5000,43
20200923,1,30.0,103,111,0.0,100.0,4626,5000,38
20200924,2,53.0,95,111,0.0,59.4,4813,5000,104
20200925,1,29.4,89,111,0.0,100.0,4552,5000,39
20200926,1,25.2,99,111,0.0,100.0,4775,5000,41
20200927,2,50.3,89,111,0.0,77.9,4871,5000,109
20200928,2,31.4,98,111,0.0,100.0,4533,5000,38
20200929,2,32.8,101,111,0.0,100.0,4521,5000,30
20200930,1,28.0,105,111,0.0,100.0,4551,5000,64
20201001,2,30.2,105,111,0.0,100.0,4565,5000,38
20201002,1,28.3,95,111,0.0,100.0,4720,5000,45
20201003,1,26.6,100,111,0.0,100.0,4840,5000,36
20201004,1,26.7,91,111,0.0,100.0,4819,5000,25
20201005,1,22.7,96,111,0.0,100.0,4838,5000,40
20201006,1,23.8,101,111,0.0,100.0,4544,5000,35
20201007,1,24.6,92,111,0.0,100.0,4916,5000,68
20201008,1,29.4,91,111,0.0,100.0,4930,5000,42
20201009,2,32.9,101,111,0.0,100.0,4762,5000,58
20201010,2,32.3,101,111,0.0,100.0,4532,5000,43
20201011,1,27.8,94,111,0.0,100.0,4510,5000,26
20201012,1,23.6,99,111,0.0,100.0,4837,5000,50
20201013,2,32.8,89,111,0.0,100.0,4712,5000,49
20201014,1,27.1,92,111,0.0,100.0,4893,5000,61
20201015,1,28.4,106,112,0.0,100.0,4787,5000,42
20201016,1,24.7,94,112,0.0,100.0,4921,5000,45
20201017,2,33.0,95,112,0.0,100.0,4935,5000,34
20201018,2,33.3,93,112,0.0,100.0,4853,5000,35
20201019,2,31.8,93,112,0.0,100.0,4774,5000,19
20201020,1,23.3,107,112,0.0,100.0,4529,5000,28
20201021,2,33.5,101,112,0.0,100.0,4778,5000,44
20201022,1,25.3,103,112,0.0,100.0,4904,5000,26
20201023,1,22.8,92,112,0.0,100.0,4763,5000,37
20201024,2,30.8,92,112,0.0,100.0,4535,5000,30
20201025,2,33.1,105,112,0.0,100.0,4701,5000,33
20201026,1,27.7,101,112,0.0,100.0,4771,5000,16
20201027,3,56.6,101,112,0.0,66.6,4800,5000,91
20201028,1,26.1,91,112,0.0,100.0,4853,5000,66
20201029,1,26.8,101,112,0.0,100.0,4522,5000,31
20201030,2,31.7,94,112,0.0,100.0,4781,5000,28
20201031,1,25.8,105,112,0.0,100.0,4526,5000,40
20201101,1,28.1,94,112,0.0,100.0,4636,5000,50
20201102,1,28.1,95,112,0.0,100.0,4544,5000,37
20201103,1,26.0,95,112,0.0,100.0,4709,5000,34
20201104,2,33.9,90,112,0.0,100.0,4734,5000,16
20201105,2,34.2,91,112,0.0,100.0,4543,5000,41
20201106,2,31.0,102,112,0.0,100.0,4881,5000,51
20201107,1,28.3,99,113,0.0,100.0,4642,5000,32
20201108,2,30.3,99,113,0.0,100.0,4724,5000,44
20201109,2,32.2,99,113,0.0,100.0,4937,5000,35
20201110,2,34.9,102,113,0.0,100.0,4594,5000,40
20201111,2,31.4,103,113,0.0,100.0,4889,5000,48
20201112,1,27.6,101,113,0.0,100.0,4925,5000,39
20201113,1,29.5,96,113,0.0,100.0,4799,5000,22
20201114,2,32.6,95,113,0.0,100.0,4618,5000,31
20201115,2,30.1,93,113,0.0,100.0,4721,5000,28
20201116,2,36.8,104,113,0.0,100.0,4605,5000,79
20201117,2,34.7,90,113,0.0,100.0,4799,5000,29
20201118,2,33.7,104,113,0.0,100.0,4722,5000,50
20201119,1,26.0,98,113,0.0,100.0,4836,5000,36
20201120,1,27.5,102,113,0.0,100.0,4741,5000,36
20201121,1,24.3,100,113,0.0,100.0,4948,5000,43
20201122,2,33.6,98,113,0.0,100.0,4651,5000,34
20201123,1,27.9,93,113,0.0,100.0,4623,5000,55
20201124,1,28.4,100,113,0.0,100.0,4915,5000,17
20201125,1,25.5,96,113,0.0,100.0,4881,5000,48
20201126,2,32.9,102,113,0.0,100.0,4766,5000,35
20201127,2,32.5,105,113,0.0,100.0,4678,5000,58
20201128,2,33.7,93,113,0.0,100.0,4691,5000,46
20201129,1,26.6,95,113,0.0,100.0,4826,5000,17
20201130,2,30.7,99,113,0.0,100.0,4644,5000,35
20201201,2,30.9,109,114,0.0,100.0,4620,5000,41
20201202,1,28.5,94,114,0.0,100.0,4887,5000,63
20201203,2,30.0,108,114,0.0,100.0,4915,5000,42
20201204,1,24.5,101,114,0.0,100.0,4901,5000,64
20201205,2,30.6,99,114,0.0,100.0,4631,5000,54
20201206,1,28.8,105,114,0.0,100.0,4799,5000,26
20201207,1,24.6,94,114,0.0,100.0,4746,5000,34
20201208,1,28.8,101,114,0.0,100.0,4897,5000,58
20201209,2,31.1,95,114,0.0,100.0,4818,5000,13
20201210,1,28.1,97,114,0.0,100.0,4604,5000,35
20201211,1,29.2,107,114,0.0,100.0,4700,5000,50
20201212,2,34.0,98,114,0.0,100.0,4786,5000,45
20201213,1,26.0,104,114,0.0,100.0,4925,5000,33
20201214,1,26.1,105,114,0.0,100.0,4748,5000,66
20201215,2,35.4,104,114,0.0,100.0,4564,5000,68
20201216,2,34.0,92,114,0.0,100.0,4582,5000,39
20201217,2,34.2,103,114,0.0,100.0,4873,5000,42
20201218,1,26.5,94,114,0.0,100.0,4561,5000,28
20201219,1,27.5,108,114,0.0,100.0,4786,5000,41
20201220,2,33.7,96,114,0.0,100.0,4706,5000,29
20201221,2,33.0,109,114,0.0,100.0,4710,5000,30
20201222,1,27.5,104,114,0.0,100.0,4691,5000,42
20201223,1,28.3,98,114,0.0,100.0,4620,5000,50
20201224,1,26.3,109,115,0.0,100.0,4810,5000,41
20201225,2,35.7,96,115,0.0,100.0,4760,5000,31
20201226,2,30.6,94,115,0.0,100.0,4937,5000,50
20201227,2,33.2,105,115,0.0,100.0,4575,5000,23
20201228,1,24.9,95,115,0.0,100.0,4851,5000,34
20201229,1,29.9,93,115,0.0,100.0,4726,5000,33
20201230,2,33.1,107,115,0.0,100.0,4545,5000,22
20201231,3,57.8,100,115,0.0,76.3,4845,5000,118
20210101,2,31.8,95,115,0.0,100.0,4810,5000,65
20210102,2,32.9,106,115,0.0,100.0,4752,5000,39
20210103,1,28.1,109,115,0.0,100.0,4858,5000,40
20210104,2,35.0,107,115,0.0,100.0,4844,5000,46
20210105,1,27.0,106,115,0.0,100.0,4895,5000,57
20210106,2,33.4,105,115,0.0,100.0,4806,5000,32
20210107,2,33.9,97,115,0.0,100.0,4904,5000,26
20210108,2,34.0,102,115,0.0,100.0,4901,5000,60
20210109,2,30.7,105,115,0.0,100.0,4637,5000,45
20210110,2,30.9,96,115,0.0,100.0,4513,5000,37
20210111,2,32.1,109,115,0.0,100.0,4719,5000,44
20210112,2,36.4,92,115,0.0,100.0,4533,5000,57
20210113,1,30.0,107,115,0.0,100.0,4690,5000,45
20210114,1,29.9,97,115,0.0,100.0,4909,5000,31
20210115,2,30.3,103,115,0.0,100.0,4787,5000,48
20210116,1,28.5,105,116,0.0,100.0,4792,5000,35
20210117,2,30.9,105,116,0.0,100.0,4949,5000,47
20210118,1,25.5,94,116,0.0,100.0,4515,5000,38
20210119,2,34.1,109,116,0.0,100.0,4511,5000,56
20210120,2,31.2,102,116,0.0,100.0,4763,5000,66
20210121,2,36.4,110,116,0.0,100.0,4512,5000,34
20210122,2,34.9,106,116,0.0,100.0,4719,5000,34
20210123,1,28.3,101,116,0.0,100.0,4567,5000,46
20210124,1,27.6,100,116,0.0,100.0,4859,5000,26
20210125,2,32.3,107,116,0.0,100.0,4873,5000,27
20210126,2,35.1,103,116,0.0,100.0,4829,5000,37
20210127,1,26.5,100,116,0.0,100.0,4746,5000,40
20210128,2,33.0,104,116,0.0,100.0,4819,5000,31
20210129,1,28.8,96,116,0.0,100.0,4897,5000,37
20210130,2,32.5,108,116,0.0,100.0,4856,5000,43
20210131,2,34.4,105,116,0.0,100.0,4689,5000,46
20210201,1,28.6,102,116,0.0,100.0,4532,5000,35
20210202,2,35.3,104,116,0.0,100.0,4724,5000,60
20210203,1,26.7,99,116,0.0,100.0,4838,5000,67
20210204,2,33.8,109,116,0.0,100.0,4713,5000,32
20210205,2,32.1,104,116,0.0,100.0,4762,5000,43
20210206,2,32.9,102,116,0.0,100.0,4572,5000,39
20210207,2,31.1,98,116,0.0,100.0,4602,5000,49
20210208,4,65.3,93,116,0.0,52.9,4811,5000,152
20210209,2,34.1,110,117,0.0,100.0,4751,5000,34
20210210,1,27.0,109,117,0.0,100.0,4841,5000,24
20210211,1,29.6,102,117,0.0,100.0,4585,5000,49
20210212,2,37.2,103,117,0.0,100.0,4612,5000,52
20210213,1,26.3,111,117,0.0,100.0,4857,5000,42
20210214,2,31.7,95,117,0.0,100.0,4687,5000,50
20210215,2,31.1,95,117,0.0,100.0,4751,5000,47
20210216,2,32.3,102,117,0.0,100.0,4803,5000,71
20210217,2,35.5,107,117,0.0,100.0,4698,5000,48
20210218,2,33.1,98,117,0.0,100.0,4782,5000,41
20210219,2,35.7,105,117,0.0,100.0,4825,5000,28
20210220,1,26.4,111,117,0.0,100.0,4864,5000,43
20210221,1,28.3,96,117,0.0,100.0,4875,5000,25
20210222,2,37.4,110,117,0.0,100.0,4859,5000,60
20210223,2,33.0,106,117,0.0,100.0,4800,5000,47
20210224,1,26.1,108,117,0.0,100.0,4701,5000,56
20210225,2,37.3,111,117,0.0,100.0,4826,5000,68
20210226,1,29.1,110,117,0.0,100.0,4846,5000,54
20210227,1,26.1,94,117,0.0,100.0,4557,5000,44
20210228,2,36.8,102,117,0.0,100.0,4521,5000,67
20210301,1,26.8,106,117,0.0,100.0,4518,5000,73
20210302,2,33.8,102,117,0.0,100.0,4640,5000,44
20210303,2,30.2,103,117,0.0,100.0,4644,5000,31
20210304,1,26.7,104,118,0.0,100.0,4715,5000,56
20210305,2,33.2,98,118,0.0,100.0,4911,5000,41
20210306,1,27.1,105,118,0.0,100.0,4634,5000,35
20210307,2,31.8,101,118,0.0,100.0,4513,5000,51
20210308,1,26.4,99,118,0.0,100.0,4660,5000,68
20210309,1,26.9,111,118,0.0,100.0,4790,5000,58
20210310,1,26.8,107,118,0.0,100.0,4538,5000,52
20210311,2,32.3,108,118,0.0,100.0,4586,5000,27
20210312,1,27.4,106,118,0.0,100.0,4570,5000,47
20210313,2,36.7,112,118,0.0,100.0,4567,5000,49
20210314,2,34.6,102,118,0.0,100.0,4855,5000,43
20210315,2,31.1,95,118,0.0,100.0,4624,5000,46
20210316,2,37.8,97,118,0.0,100.0,4613,5000,59
20210317,2,31.5,100,118,0.0,100.0,4811,5000,53
20210318,2,34.5,103,118,0.0,100.0,4773,5000,37
20210319,2,33.2,97,118,0.0,100.0,4757,5000,51
20210320,2,34.2,105,118,0.0,100.0,4948,5000,64
20210321,2,35.2,107,118,0.0,100.0,4792,5000,53
20210322,2,41.6,104,118,0.0,100.0,4748,5000,59
20210323,2,33.7,100,118,0.0,100.0,4942,5000,27
20210324,2,38.3,101,118,0.0,100.0,4900,5000,54
20210325,2,36.6,112,118,0.0,100.0,4527,5000,36
20210326,2,31.8,103,118,0.0,100.0,4710,5000,59
20210327,1,26.8,103,119,0.0,100.0,4684,5000,46
20210328,2,35.9,109,119,0.0,100.0,4880,5000,60
20210329,2,37.3,103,119,0.0,100.0,4639,5000,36
20210330,1,29.1,99,119,0.0,100.0,4612,5000,38
20210331,2,37.6,112,119,0.0,100.0,4858,5000,51
20210401,1,27.6,102,119,0.0,100.0,4578,5000,42
20210402,2,35.2,95,119,0.0,100.0,4853,5000,38
20210403,1,27.9,99,119,0.0,100.0,4900,5000,44
20210404,2,35.4,101,119,0.0,100.0,4898,5000,59
20210405,2,36.0,103,119,0.0,100.0,4804,5000,39
20210406,1,28.5,104,119,0.0,100.0,4855,5000,44
20210407,1,29.1,97,119,0.0,100.0,4873,5000,34
20210408,2,33.7,107,119,0.0,100.0,4867,5000,23
20210409,1,29.6,96,119,0.0,100.0,4876,5000,50
20210410,1,27.6,96,119,0.0,100.0,4643,5000,53
20210411,1,27.3,103,119,0.0,100.0,4814,5000,50
20210412,2,37.3,104,119,0.0,100.0,4804,5000,26
20210413,3,61.3,104,119,0.0,74.7,4501,5000,108
20210414,2,33.7,107,119,0.0,100.0,4750,5000,58
20210415,2,37.1,112,119,0.0,100.0,4505,5000,53
20210416,2,34.9,105,119,0.0,100.0,4728,5000,43
20210417,1,27.1,113,119,0.0,100.0,4622,5000,51
20210418,2,33.8,113,119,0.0,100.0,4897,5000,44
20210419,1,28.4,104,119,0.0,100.0,4586,5000,48
20210420,2,39.0,97,120,0.0,100.0,4899,5000,53
20210421,2,34.6,103,120,0.0,100.0,4726,5000,47
20210422,2,31.2,106,120,0.0,100.0,4827,5000,39
20210423,2,30.3,107,120,0.0,100.0,4701,5000,52
20210424,2,31.3,106,120,0.0,100.0,4677,5000,43
20210425,2,35.6,103,120,0.0,100.0,4867,5000,41
20210426,2,38.8,109,120,0.0,100.0,4747,5000,38
20210427,2,31.5,97,120,0.0,100.0,4742,5000,50
20210428,2,34.9,105,120,0.0,100.0,4940,5000,57
20210429,1,27.6,108,120,0.0,100.0,4535,5000,24
20210430,2,30.6,102,120,0.0,100.0,4502,5000,58
20210501,2,31.4,106,120,0.0,100.0,4722,5000,37
20210502,1,28.2,100,120,0.0,100.0,4676,5000,31
20210503,2,34.1,108,120,0.0,100.0,4674,5000,42
20210504,2,30.1,112,120,0.0,100.0,4711,5000,37
20210505,2,36.2,100,120,0.0,100.0,4744,5000,30
20210506,2,37.7,101,120,0.0,100.0,4611,5000,46
20210507,2,35.6,104,120,0.0,100.0,4528,5000,48
20210508,2,34.4,100,120,0.0,100.0,4592,5000,50
20210509,2,45.1,102,120,0.0,100.0,4926,5000,62
20210510,2,38.9,108,120,0.0,100.0,4786,5000,55
20210511,2,32.4,109,120,0.0,100.0,4584,5000,46
20210512,1,28.9,113,120,0.0,100.0,4591,5000,56
20210513,2,35.0,104,121,0.0,100.0,4640,5000,43
20210514,2,37.7,113,121,0.0,100.0,4689,5000,61
20210515,2,37.4,113,121,0.0,100.0,4562,5000,38
20210516,2,30.2,99,121,0.0,100.0,4775,5000,46
20210517,2,39.2,105,121,0.0,100.0,4773,5000,55
20210518,2,36.5,108,121,0.0,100.0,4745,5000,56
20210519,2,30.7,112,121,0.0,100.0,4874,5000,47
20210520,2,30.7,107,121,0.0,100.0,4890,5000,54
20210521,2,32.5,101,121,0.0,100.0,4609,5000,54
20210522,1,29.0,97,121,0.0,100.0,4879,5000,87
20210523,2,49.9,108,121,0.0,100.0,4704,5000,60
20210524,2,33.2,112,121,0.0,100.0,4540,5000,13
20210525,2,33.8,102,121,0.0,100.0,4719,5000,58
20210526,2,37.8,112,121,0.0,100.0,4685,5000,42
20210527,1,29.8,115,121,0.0,100.0,4612,5000,43
20210528,2,30.6,100,121,0.0,100.0,4935,5000,27
20210529,2,33.1,100,121,0.0,100.0,4568,5000,45
20210530,2,30.8,102,121,0.0,100.0,4565,5000,33
20210531,2,39.9,106,121,0.0,100.0,4601,5000,54
20210601,2,34.0,113,121,0.0,100.0,4688,5000,54
20210602,2,39.2,109,121,0.0,100.0,4873,5000,55
20210603,2,31.8,104,121,0.0,100.0,4894,5000,36
20210604,2,35.2,106,121,0.0,100.0,4850,5000,35
20210605,2,36.5,114,122,0.0,100.0,4552,5000,39
20210606,2,31.7,117,122,0.0,100.0,4735,5000,22
20210607,2,30.1,105,122,0.0,100.0,4919,5000,52
20210608,2,36.7,104,122,0.0,100.0,4731,5000,53
20210609,2,32.7,116,122,0.0,100.0,4821,5000,64
20210610,2,31.4,112,122,0.0,100.0,4629,5000,49
20210611,2,31.6,100,122,0.0,100.0,4548,5000,47
20210612,1,29.8,101,122,0.0,100.0,4787,5000,62
20210613,2,34.7,114,122,0.0,100.0,4706,5000,49
20210614,2,36.1,114,122,0.0,100.0,4838,5000,45
20210615,2,35.4,101,122,0.0,100.0,4871,5000,50
20210616,1,29.8,101,122,0.0,100.0,4621,5000,55
20210617,2,33.7,103,122,0.0,100.0,4545,5000,38
20210618,1,29.9,98,122,0.0,100.0,4637,5000,48
20210619,2,40.5,112,122,0.0,100.0,4655,5000,50
20210620,2,39.6,106,122,0.0,100.0,4764,5000,41
20210621,2,34.3,110,122,0.0,100.0,4630,5000,43
20210622,2,37.2,100,122,0.0,100.0,4571,5000,54
20210623,2,35.1,110,122,0.0,100.0,4765,5000,49
20210624,2,36.7,110,122,0.0,100.0,4740,5000,45
20210625,2,30.1,107,122,0.0,100.0,4567,5000,29
20210626,2,33.2,99,122,0.0,100.0,4545,5000,41
20210627,2,43.6,102,122,0.0,100.0,4695,5000,72
20210628,2,38.7,97,122,0.0,100.0,4865,5000,48
20210629,2,36.7,108,123,0.0,100.0,4829,5000,57
20210630,2,31.9,107,123,0.0,100.0,4794,5000,25
20210701,2,36.7,98,123,0.0,100.0,4555,5000,27
20210702,2,30.7,104,123,0.0,100.0,4582,5000,46
20210703,2,35.1,109,123,0.0,100.0,4604,5000,41
20210704,2,34.3,108,123,0.0,100.0,4759,5000,45
20210705,2,37.2,109,123,0.0,100.0,4751,5000,53
20210706,2,34.0,104,123,0.0,100.0,4760,5000,59
20210707,2,39.9,103,123,0.0,100.0,4538,5000,28
20210708,2,36.2,102,123,0.0,100.0,4560,5000,41
20210709,2,32.1,115,123,0.0,100.0,4717,5000,53
20210710,2,31.4,103,123,0.0,100.0,4502,5000,57
