MonthDateKey,DepartmentKey,RoleKey,Headcount,Hires,Separations,CombatLosses,AverageMonthlyPayCredits,PayrollCostCredits
20200331,9,4,8123,100,38,0,12500,101537500
20200331,9,16,8017,134,86,0,600,4810200
20200331,9,3,2629,0,16,0,19000,49951000
20200331,10,10,21699,601,160,0,6400,138873600
20200331,10,8,13616,837,96,0,4400,59910400
20200331,10,4,8549,747,51,0,12500,106862500
20200331,10,16,8323,392,92,0,600,4993800
20200331,10,3,2812,26,13,0,19000,53428000
20200331,11,10,35196,926,177,0,6400,225254400
20200331,11,8,22169,570,174,0,4400,97543600
20200331,11,4,13199,231,81,0,12500,164987500
20200331,11,16,13126,148,154,0,600,7875600
20200331,11,3,4209,0,43,0,19000,79971000
20200331,12,10,12583,0,135,0,6400,80531200
20200331,12,8,7964,0,36,0,4400,35041600
20200331,12,4,5140,520,52,0,12500,64250000
20200331,12,16,5026,299,21,0,600,3015600
20200331,12,3,1589,6,11,0,19000,30191000
20200331,13,13,7746,124,64,0,2800,21688800
20200331,13,16,1976,90,8,0,600,1185600
20200331,13,10,661,0,5,0,6400,4230400
20200331,13,4,225,0,1,0,12500,2812500
20200331,14,12,16438,0,91,0,3100,50957800
20200331,14,16,3055,8,25,0,600,1833000
20200331,14,4,845,0,7,0,12500,10562500
20200331,14,18,843,4,7,0,8500,7165500
20200331,15,11,14093,0,82,0,9200,129655600
20200331,15,12,3282,0,23,0,3100,10174200
20200331,15,16,8134,0,63,0,600,4880400
20200331,15,10,4101,45,25,0,6400,26246400
20200331,15,4,2554,0,14,0,12500,31925000
20200331,16,5,59468,398,690,64,4200,249765600
20200331,16,3,2319,145,20,0,19000,44061000
20200331,16,4,4549,208,35,0,12500,56862500
20200331,16,10,3196,174,15,0,6400,20454400
20200331,16,16,5519,149,54,0,600,3311400
20200331,17,14,6650,44,78,0,4600,30590000
20200331,17,5,2287,0,20,8,4200,9605400
20200331,17,16,1136,58,12,0,600,681600
20200331,17,4,655,33,6,0,12500,8187500
20200331,18,15,15959,1096,156,0,11500,183528500
20200331,18,4,2728,13,14,0,12500,34100000
20200331,18,8,2501,56,28,0,4400,11004400
20200331,18,3,1339,37,14,0,19000,25441000
20200331,19,6,30889,2364,219,51,5600,172978400
20200331,19,10,19726,636,190,0,6400,126246400
20200331,19,16,9486,0,88,0,600,5691600
20200331,19,4,3216,144,18,0,12500,40200000
20200331,19,3,1320,65,12,0,19000,25080000
20200331,19,7,1919,0,17,3,5100,9786900
20200331,20,10,8585,0,74,0,6400,54944000
20200331,20,8,5229,66,31,0,4400,23007600
20200331,20,4,3129,0,17,0,12500,39112500
20200331,20,16,3286,40,13,0,600,1971600
20200331,20,3,1082,49,11,0,19000,20558000
20200331,21,10,18150,1567,119,0,6400,116160000
20200331,21,8,10532,0,116,0,4400,46340800
20200331,21,4,6399,0,40,0,12500,79987500
20200331,21,16,6635,215,65,0,600,3981000
20200331,21,3,2076,0,18,0,19000,39444000
20200331,22,10,8505,0,53,0,6400,54432000
20200331,22,16,8711,0,37,0,600,5226600
20200331,22,17,2725,206,15,0,900,2452500
20200331,22,4,1699,57,10,0,12500,21237500
20200331,23,1,2657,0,16,0,42000,111594000
20200331,23,2,7355,124,46,0,28000,205940000
20200331,23,3,9939,160,74,0,19000,188841000
20200331,23,8,10223,71,80,0,4400,44981200
20200331,23,17,3239,0,22,0,900,2915100
20200331,24,10,8363,0,43,0,6400,53523200
20200331,24,8,5538,269,53,0,4400,24367200
20200331,24,4,3279,0,13,0,12500,40987500
20200331,24,16,3245,9,14,0,600,1947000
20200331,24,3,1040,0,11,0,19000,19760000
20200430,1,7,56970,590,851,252,5100,290547000
20200430,1,9,21674,0,134,0,7800,169057200
20200430,1,3,4212,7,45,0,19000,80028000
20200430,1,4,8554,180,52,0,12500,106925000
20200430,1,16,19042,0,140,0,600,11425200
20200430,2,7,47602,282,434,184,5100,242770200
20200430,2,10,9892,111,92,0,6400,63308800
20200430,2,4,5393,68,31,0,12500,67412500
20200430,2,16,4542,0,44,0,600,2725200
20200430,3,7,29402,60,275,86,5100,149950200
20200430,3,10,7563,0,65,0,6400,48403200
20200430,3,4,4011,0,47,0,12500,50137500
20200430,3,16,3533,0,32,0,600,2119800
20200430,4,10,22866,2018,193,0,6400,146342400
20200430,4,8,13577,0,113,0,4400,59738800
20200430,4,4,8451,33,66,0,12500,105637500
20200430,4,16,7984,0,91,0,600,4790400
20200430,4,3,2865,171,26,0,19000,54435000
20200430,5,10,13017,0,54,0,6400,83308800
20200430,5,8,8182,109,80,0,4400,36000800
20200430,5,4,4751,0,23,0,12500,59387500
20200430,5,16,4715,0,33,0,600,2829000
20200430,5,3,1653,44,7,0,19000,31407000
20200430,6,9,82216,2064,650,0,7800,641284800
20200430,6,10,25360,511,143,0,6400,162304000
20200430,6,16,15336,329,145,0,600,9201600
20200430,6,3,3780,0,28,0,19000,71820000
20200430,6,4,6590,241,52,0,12500,82375000
20200430,7,10,25695,0,196,0,6400,164448000
20200430,7,8,16839,0,111,0,4400,74091600
20200430,7,4,9822,0,104,0,12500,122775000
20200430,7,16,9453,0,54,0,600,5671800
20200430,7,3,3455,202,36,0,19000,65645000
20200430,8,10,17058,0,203,0,6400,109171200
20200430,8,8,10759,0,96,0,4400,47339600
20200430,8,4,6589,254,71,0,12500,82362500
20200430,8,16,6568,378,76,0,600,3940800
20200430,8,3,2284,43,25,0,19000,43396000
20200430,9,10,21098,0,204,0,6400,135027200
20200430,9,8,14427,1034,168,0,4400,63478800
20200430,9,4,8354,311,80,0,12500,104425000
20200430,9,16,8518,539,38,0,600,5110800
20200430,9,3,2669,64,24,0,19000,50711000
20200430,10,10,22480,1001,220,0,6400,143872000
20200430,10,8,13320,0,139,0,4400,58608000
20200430,10,4,8043,0,68,0,12500,100537500
20200430,10,16,8491,240,72,0,600,5094600
20200430,10,3,2778,0,12,0,19000,52782000
20200430,11,10,33903,0,135,0,6400,216979200
20200430,11,8,22588,547,128,0,4400,99387200
20200430,11,4,13688,545,56,0,12500,171100000
20200430,11,16,13120,59,65,0,600,7872000
20200430,11,3,4189,2,22,0,19000,79591000
20200430,12,10,12707,175,51,0,6400,81324800
20200430,12,8,8525,655,94,0,4400,37510000
20200430,12,4,5188,78,30,0,12500,64850000
20200430,12,16,5101,117,42,0,600,3060600
20200430,12,3,1704,133,18,0,19000,32376000
20200430,13,13,8428,779,97,0,2800,23598400
20200430,13,16,1942,0,10,0,600,1165200
20200430,13,10,645,0,5,0,6400,4128000
20200430,13,4,214,0,1,0,12500,2675000
20200430,14,12,18013,1726,151,0,3100,55840300
20200430,14,16,2953,0,15,0,600,1771800
20200430,14,4,872,37,10,0,12500,10900000
20200430,14,18,896,62,9,0,8500,7616000
20200430,15,11,15188,1221,126,0,9200,139729600
20200430,15,12,3177,0,19,0,3100,9848700
20200430,15,16,8315,265,84,0,600,4989000
20200430,15,10,4032,0,36,0,6400,25804800
20200430,15,4,2726,186,14,0,12500,34075000
20200430,16,5,63240,4411,639,309,4200,265608000
20200430,16,3,2339,32,12,0,19000,44441000
20200430,16,4,4671,172,50,0,12500,58387500
20200430,16,10,3131,0,18,0,6400,20038400
20200430,16,16,5407,0,34,0,600,3244200
20200430,17,14,7124,509,35,0,4600,32770400
20200430,17,5,2358,96,25,5,4200,9903600
20200430,17,16,1115,0,6,0,600,669000
20200430,17,4,675,23,3,0,12500,8437500
20200430,18,15,16012,204,151,0,11500,184138000
20200430,18,4,2742,40,26,0,12500,34275000
20200430,18,8,2582,100,19,0,4400,11360800
20200430,18,3,1333,0,6,0,19000,25327000
20200430,19,6,28808,0,353,127,5600,161324800
20200430,19,10,20085,531,172,0,6400,128544000
20200430,19,16,10365,920,41,0,600,6219000
20200430,19,4,3178,0,35,0,12500,39725000
20200430,19,3,1355,41,6,0,19000,25745000
20200430,19,7,1944,52,27,7,5100,9914400
20200430,20,10,8637,107,55,0,6400,55276800
20200430,20,8,5758,552,23,0,4400,25335200
20200430,20,4,3231,119,17,0,12500,40387500
20200430,20,16,3386,119,19,0,600,2031600
20200430,20,3,1053,0,11,0,19000,20007000
20200430,21,10,17873,0,211,0,6400,114387200
20200430,21,8,11253,777,56,0,4400,49513200
20200430,21,4,6708,384,75,0,12500,83850000
20200430,21,16,6333,0,58,0,600,3799800
20200430,21,3,2196,133,13,0,19000,41724000
20200430,22,10,8725,300,80,0,6400,55840000
20200430,22,16,8387,0,75,0,600,5032200
20200430,22,17,2535,0,19,0,900,2281500
20200430,22,4,1690,1,10,0,12500,21125000
20200430,23,1,2738,105,24,0,42000,114996000
20200430,23,2,7495,225,85,0,28000,209860000
20200430,23,3,9424,0,73,0,19000,179056000
20200430,23,8,10102,0,94,0,4400,44448800
20200430,23,17,3253,32,18,0,900,2927700
20200430,24,10,8758,432,37,0,6400,56051200
20200430,24,8,5380,0,35,0,4400,23672000
20200430,24,4,3324,59,14,0,12500,41550000
20200430,24,16,3243,34,36,0,600,1945800
20200430,24,3,1120,85,5,0,19000,21280000
20200531,1,7,54196,0,847,316,5100,276399600
20200531,1,9,22320,820,174,0,7800,174096000
20200531,1,3,4432,270,50,0,19000,84208000
20200531,1,4,9272,821,103,0,12500,115900000
20200531,1,16,19492,647,197,0,600,11695200
20200531,2,7,48362,1232,472,70,5100,246646200
20200531,2,10,10242,433,83,0,6400,65548800
20200531,2,4,5072,0,44,0,12500,63400000
20200531,2,16,4863,361,40,0,600,2917800
20200531,3,7,28160,0,366,134,5100,143616000
20200531,3,10,7730,199,32,0,6400,49472000
20200531,3,4,4166,191,36,0,12500,52075000
20200531,3,16,3724,212,21,0,600,2234400
20200531,4,10,22964,277,179,0,6400,146969600
20200531,4,8,13220,0,100,0,4400,58168000
20200531,4,4,8453,37,35,0,12500,105662500
20200531,4,16,8037,135,82,0,600,4822200
20200531,4,3,2853,21,33,0,19000,54207000
20200531,5,10,13923,987,81,0,6400,89107200
20200531,5,8,8267,137,52,0,4400,36374800
20200531,5,4,5146,440,45,0,12500,64325000
20200531,5,16,4897,202,20,0,600,2938200
20200531,5,3,1589,0,18,0,19000,30191000
20200531,6,9,83617,2027,626,0,7800,652212600
20200531,6,10,25333,88,115,0,6400,162131200
20200531,6,16,16043,812,105,0,600,9625800
20200531,6,3,3983,239,36,0,19000,75677000
20200531,6,4,6626,82,46,0,12500,82825000
20200531,7,10,27762,2293,226,0,6400,177676800
20200531,7,8,17049,382,172,0,4400,75015600
20200531,7,4,10283,533,72,0,12500,128537500
20200531,7,16,10186,841,108,0,600,6111600
20200531,7,3,3358,0,39,0,19000,63802000
20200531,8,10,17173,204,89,0,6400,109907200
20200531,8,8,11638,954,75,0,4400,51207200
20200531,8,4,6574,32,47,0,12500,82175000
20200531,8,16,6505,13,76,0,600,3903000
20200531,8,3,2283,20,21,0,19000,43377000
20200531,9,10,22088,1216,226,0,6400,141363200
20200531,9,8,13699,0,72,0,4400,60275600
20200531,9,4,8152,0,53,0,12500,101900000
20200531,9,16,8127,0,79,0,600,4876200
20200531,9,3,2748,110,31,0,19000,52212000
20200531,10,10,22750,483,213,0,6400,145600000
20200531,10,8,14182,1019,157,0,4400,62400800
20200531,10,4,8387,440,96,0,12500,104837500
20200531,10,16,8039,0,88,0,600,4823400
20200531,10,3,2731,0,20,0,19000,51889000
20200531,11,10,35008,1495,390,0,6400,224051200
20200531,11,8,21497,0,152,0,4400,94586800
20200531,11,4,12967,0,111,0,12500,162087500
20200531,11,16,13201,193,112,0,600,7920600
20200531,11,3,4364,204,29,0,19000,82916000
20200531,12,10,13215,633,125,0,6400,84576000
20200531,12,8,8443,0,81,0,4400,37149200
20200531,12,4,4953,0,47,0,12500,61912500
20200531,12,16,5144,97,54,0,600,3086400
20200531,12,3,1711,16,9,0,19000,32509000
20200531,13,13,8467,127,88,0,2800,23707600
20200531,13,16,2025,103,20,0,600,1215000
20200531,13,10,684,44,5,0,6400,4377600
20200531,13,4,227,14,1,0,12500,2837500
20200531,14,12,17876,0,94,0,3100,55415600
20200531,14,16,3084,144,13,0,600,1850400
20200531,14,4,873,10,9,0,12500,10912500
20200531,14,18,865,0,8,0,8500,7352500
20200531,15,11,15120,111,179,0,9200,139104000
20200531,15,12,3321,166,22,0,3100,10295100
20200531,15,16,8499,222,38,0,600,5099400
20200531,15,10,3923,0,45,0,6400,25107200
20200531,15,4,2729,15,12,0,12500,34112500
20200531,16,5,62102,0,727,289,4200,260828400
20200531,16,3,2399,84,24,0,19000,45581000
20200531,16,4,4579,0,23,0,12500,57237500
20200531,16,10,3033,0,29,0,6400,19411200
20200531,16,16,5177,0,27,0,600,3106200
20200531,17,14,6811,0,66,0,4600,31330600
20200531,17,5,2445,117,30,11,4200,10269000
20200531,17,16,1064,0,5,0,600,638400
20200531,17,4,692,20,3,0,12500,8650000
20200531,18,15,15719,0,166,0,11500,180768500
20200531,18,4,2776,48,14,0,12500,34700000
20200531,18,8,2715,164,31,0,4400,11946000
20200531,18,3,1268,0,6,0,19000,24092000
20200531,19,6,29236,727,299,48,5600,163721600
20200531,19,10,20520,662,227,0,6400,131328000
20200531,19,16,9831,0,63,0,600,5898600
20200531,19,4,3430,282,30,0,12500,42875000
20200531,19,3,1347,7,15,0,19000,25593000
20200531,19,7,1978,51,17,5,5100,10087800
20200531,20,10,8653,87,71,0,6400,55379200
20200531,20,8,5783,58,33,0,4400,25445200
20200531,20,4,3248,37,20,0,12500,40600000
20200531,20,16,3254,0,23,0,600,1952400
20200531,20,3,1084,42,11,0,19000,20596000
20200531,21,10,18419,665,119,0,6400,117881600
20200531,21,8,11295,97,55,0,4400,49698000
20200531,21,4,6616,0,60,0,12500,82700000
20200531,21,16,6902,646,77,0,600,4141200
20200531,21,3,2179,0,17,0,19000,41401000
20200531,22,10,8457,0,101,0,6400,54124800
20200531,22,16,8966,645,66,0,600,5379600
20200531,22,17,2773,257,19,0,900,2495700
20200531,22,4,1831,151,10,0,12500,22887500
20200531,23,1,2619,0,24,0,42000,109998000
20200531,23,2,7483,58,70,0,28000,209524000
20200531,23,3,10135,751,40,0,19000,192565000
20200531,23,8,9797,0,70,0,4400,43106800
20200531,23,17,3419,184,18,0,900,3077100
20200531,24,10,8639,0,40,0,6400,55289600
20200531,24,8,5520,178,38,0,4400,24288000
20200531,24,4,3181,0,34,0,12500,39762500
20200531,24,16,3276,71,38,0,600,1965600
20200531,24,3,1133,25,12,0,19000,21527000
20200630,1,7,53304,0,555,185,5100,271850400
20200630,1,9,23159,1015,176,0,7800,180640200
20200630,1,3,4641,260,51,0,19000,88179000
20200630,1,4,9114,0,76,0,12500,113925000
20200630,1,16,19160,0,185,0,600,11496000
20200630,2,7,46556,0,241,55,5100,237435600
20200630,2,10,9811,0,74,0,6400,62790400
20200630,2,4,5363,338,47,0,12500,67037500
20200630,2,16,4763,0,28,0,600,2857800
20200630,3,7,27905,56,311,51,5100,142315500
20200630,3,10,7871,174,33,0,6400,50374400
20200630,3,4,3975,0,45,0,12500,49687500
20200630,3,16,3441,0,28,0,600,2064600
20200630,4,10,21355,0,223,0,6400,136672000
20200630,4,8,14171,1072,121,0,4400,62352400
20200630,4,4,8568,152,37,0,12500,107100000
20200630,4,16,8527,562,72,0,600,5116200
20200630,4,3,2780,0,24,0,19000,52820000
20200630,5,10,13597,0,114,0,6400,87020800
20200630,5,8,8219,9,57,0,4400,36163600
20200630,5,4,5192,76,30,0,12500,64900000
20200630,5,16,5098,239,38,0,600,3058800
20200630,5,3,1627,46,8,0,19000,30913000
20200630,6,9,82680,0,396,0,7800,644904000
20200630,6,10,27516,2483,300,0,6400,176102400
20200630,6,16,16049,140,134,0,600,9629400
20200630,6,3,4218,285,50,0,19000,80142000
20200630,6,4,6622,64,68,0,12500,82775000
20200630,7,10,25824,0,150,0,6400,165273600
20200630,7,8,16763,0,158,0,4400,73757200
20200630,7,4,10435,270,118,0,12500,130437500
20200630,7,16,9882,0,72,0,600,5929200
20200630,7,3,3512,172,18,0,19000,66728000
20200630,8,10,17122,98,149,0,6400,109580800
20200630,8,8,11065,0,67,0,4400,48686000
20200630,8,4,6726,187,35,0,12500,84075000
20200630,8,16,6844,406,67,0,600,4106400
20200630,8,3,2296,39,26,0,19000,43624000
20200630,9,10,22941,958,105,0,6400,146822400
20200630,9,8,13679,36,56,0,4400,60187600
20200630,9,4,8792,712,72,0,12500,109900000
20200630,9,16,8033,1,95,0,600,4819800
20200630,9,3,2860,124,12,0,19000,54340000
20200630,10,10,23156,587,181,0,6400,148198400
20200630,10,8,14358,313,137,0,4400,63175200
20200630,10,4,8510,208,85,0,12500,106375000
20200630,10,16,8122,118,35,0,600,4873200
20200630,10,3,2794,76,13,0,19000,53086000
20200630,11,10,35432,765,341,0,6400,226764800
20200630,11,8,23108,1855,244,0,4400,101675200
20200630,11,4,13615,715,67,0,12500,170187500
20200630,11,16,13280,193,114,0,600,7968000
20200630,11,3,4444,112,32,0,19000,84436000
20200630,12,10,13892,757,80,0,6400,88908800
20200630,12,8,8517,164,90,0,4400,37474800
20200630,12,4,4936,5,22,0,12500,61700000
20200630,12,16,5022,0,54,0,600,3013200
20200630,12,3,1764,74,21,0,19000,33516000
20200630,13,13,7969,0,59,0,2800,22313200
20200630,13,16,2007,0,12,0,600,1204200
20200630,13,10,689,12,7,0,6400,4409600
20200630,13,4,231,6,2,0,12500,2887500
20200630,14,12,16707,0,104,0,3100,51791700
20200630,14,16,3134,67,17,0,600,1880400
20200630,14,4,903,35,5,0,12500,11287500
20200630,14,18,911,54,8,0,8500,7743500
20200630,15,11,14551,0,78,0,9200,133869200
20200630,15,12,3491,192,22,0,3100,10822100
20200630,15,16,8718,290,71,0,600,5230800
20200630,15,10,4183,307,47,0,6400,26771200
20200630,15,4,2721,12,20,0,12500,34012500
20200630,16,5,65161,3899,840,296,4200,273676200
20200630,16,3,2266,0,12,0,19000,43054000
20200630,16,4,4553,26,52,0,12500,56912500
20200630,16,10,3107,93,19,0,6400,19884800
20200630,16,16,5328,197,46,0,600,3196800
20200630,17,14,6946,178,43,0,4600,31951600
20200630,17,5,2472,46,19,4,4200,10382400
20200630,17,16,1065,7,6,0,600,639000
20200630,17,4,681,0,8,0,12500,8512500
20200630,18,15,16430,895,184,0,11500,188945000
20200630,18,4,2726,0,13,0,12500,34075000
20200630,18,8,2716,18,17,0,4400,11950400
20200630,18,3,1337,84,15,0,19000,25403000
20200630,19,6,30506,1696,426,152,5600,170833600
20200630,19,10,21127,697,90,0,6400,135212800
20200630,19,16,10113,335,53,0,600,6067800
20200630,19,4,3305,0,21,0,12500,41312500
20200630,19,3,1341,9,15,0,19000,25479000
20200630,19,7,2020,68,26,5,5100,10302000
20200630,20,10,9001,391,43,0,6400,57606400
20200630,20,8,5468,0,61,0,4400,24059200
20200630,20,4,3342,119,25,0,12500,41775000
20200630,20,16,3370,152,36,0,600,2022000
20200630,20,3,1127,49,6,0,19000,21413000
20200630,21,10,17734,0,109,0,6400,113497600
20200630,21,8,11030,0,60,0,4400,48532000
20200630,21,4,7050,498,64,0,12500,88125000
20200630,21,16,6746,0,29,0,600,4047600
20200630,21,3,2330,173,22,0,19000,44270000
20200630,22,10,8515,155,97,0,6400,54496000
20200630,22,16,8960,29,35,0,600,5376000
20200630,22,17,2768,24,29,0,900,2491200
20200630,22,4,1776,0,11,0,12500,22200000
20200630,23,1,2644,51,26,0,42000,111048000
20200630,23,2,7146,0,73,0,28000,200088000
20200630,23,3,9814,0,91,0,19000,186466000
20200630,23,8,10506,785,76,0,4400,46226400
20200630,23,17,3471,86,34,0,900,3123900
20200630,24,10,8706,103,36,0,6400,55718400
20200630,24,8,5793,333,60,0,4400,25489200
20200630,24,4,3384,237,34,0,12500,42300000
20200630,24,16,3230,0,24,0,600,1938000
20200630,24,3,1091,0,7,0,19000,20729000
20200731,1,7,58519,6002,787,93,5100,298446900
20200731,1,9,22581,0,100,0,7800,176131800
20200731,1,3,4529,0,38,0,19000,86051000
20200731,1,4,8603,0,61,0,12500,107537500
20200731,1,16,19956,980,184,0,600,11973600
20200731,2,7,46096,162,622,101,5100,235089600
20200731,2,10,10438,749,122,0,6400,66803200
20200731,2,4,5385,65,43,0,12500,67312500
20200731,2,16,4638,0,30,0,600,2782800
20200731,3,7,29998,2300,207,69,5100,152989800
20200731,3,10,8048,231,54,0,6400,51507200
20200731,3,4,4215,282,42,0,12500,52687500
20200731,3,16,3646,245,40,0,600,2187600
20200731,4,10,22370,1159,144,0,6400,143168000
20200731,4,8,13646,0,58,0,4400,60042400
20200731,4,4,8385,0,87,0,12500,104812500
20200731,4,16,8708,272,91,0,600,5224800
20200731,4,3,2839,73,14,0,19000,53941000
20200731,5,10,13460,0,103,0,6400,86144000
20200731,5,8,8590,454,83,0,4400,37796000
20200731,5,4,4902,0,47,0,12500,61275000
20200731,5,16,5154,113,57,0,600,3092400
20200731,5,3,1658,45,14,0,19000,31502000
20200731,6,9,77545,0,392,0,7800,604851000
20200731,6,10,27936,576,156,0,6400,178790400
20200731,6,16,15640,0,105,0,600,9384000
20200731,6,3,3953,0,15,0,19000,75107000
20200731,6,4,6841,256,37,0,12500,85512500
20200731,7,10,27575,1943,192,0,6400,176480000
20200731,7,8,16936,306,133,0,4400,74518400
20200731,7,4,10303,0,61,0,12500,128787500
20200731,7,16,9797,26,111,0,600,5878200
20200731,7,3,3553,74,33,0,19000,67507000
20200731,8,10,17789,778,111,0,6400,113849600
20200731,8,8,11117,152,100,0,4400,48914800
20200731,8,4,6546,0,58,0,12500,81825000
20200731,8,16,6695,0,38,0,600,4017000
20200731,8,3,2226,0,17,0,19000,42294000
20200731,9,10,23708,986,219,0,6400,151731200
20200731,9,8,13825,270,124,0,4400,60830000
20200731,9,4,8612,0,42,0,12500,107650000
20200731,9,16,8165,171,39,0,600,4899000
20200731,9,3,2713,0,14,0,19000,51547000
20200731,10,10,23327,372,201,0,6400,149292800
20200731,10,8,14226,0,105,0,4400,62594400
20200731,10,4,8070,0,75,0,12500,100875000
20200731,10,16,8111,29,40,0,600,4866600
20200731,10,3,2841,70,23,0,19000,53979000
20200731,11,10,36619,1386,199,0,6400,234361600
20200731,11,8,23296,429,241,0,4400,102502400
20200731,11,4,13924,451,142,0,12500,174050000
20200731,11,16,12905,0,146,0,600,7743000
20200731,11,3,4331,0,36,0,19000,82289000
20200731,12,10,13587,0,75,0,6400,86956800
20200731,12,8,8889,462,90,0,4400,39111600
20200731,12,4,5017,131,50,0,12500,62712500
20200731,12,16,4851,0,44,0,600,2910600
20200731,12,3,1740,0,15,0,19000,33060000
20200731,13,13,8264,386,91,0,2800,23139200
20200731,13,16,2089,102,20,0,600,1253400
20200731,13,10,659,0,4,0,6400,4217600
20200731,13,4,232,2,1,0,12500,2900000
20200731,14,12,18133,1587,161,0,3100,56212300
20200731,14,16,3103,4,35,0,600,1861800
20200731,14,4,885,0,4,0,12500,11062500
20200731,14,18,904,0,6,0,8500,7684000
20200731,15,11,15117,643,77,0,9200,139076400
20200731,15,12,3524,47,14,0,3100,10924400
20200731,15,16,8470,0,49,0,600,5082000
20200731,15,10,4084,0,20,0,6400,26137600
20200731,15,4,2642,0,16,0,12500,33025000
20200731,16,5,63996,0,805,217,4200,268783200
20200731,16,3,2426,174,14,0,19000,46094000
20200731,16,4,4800,275,28,0,12500,60000000
20200731,16,10,3080,5,32,0,6400,19712000
20200731,16,16,5405,134,57,0,600,3243000
20200731,17,14,7139,241,48,0,4600,32839400
20200731,17,5,2453,6,25,10,4200,10302600
20200731,17,16,1090,33,8,0,600,654000
20200731,17,4,711,34,4,0,12500,8887500
20200731,18,15,16297,0,76,0,11500,187415500
20200731,18,4,2821,109,14,0,12500,35262500
20200731,18,8,2577,0,21,0,4400,11338800
20200731,18,3,1329,0,6,0,19000,25251000
20200731,19,6,31293,1278,491,130,5600,175240800
20200731,19,10,20569,0,87,0,6400,131641600
20200731,19,16,10597,551,67,0,600,6358200
20200731,19,4,3496,231,40,0,12500,43700000
20200731,19,3,1386,56,11,0,19000,26334000
20200731,19,7,2062,73,31,10,5100,10516200
20200731,20,10,8647,0,47,0,6400,55340800
20200731,20,8,5737,331,62,0,4400,25242800
20200731,20,4,3295,0,38,0,12500,41187500
20200731,20,16,3395,64,39,0,600,2037000
20200731,20,3,1155,39,11,0,19000,21945000
20200731,21,10,17432,0,153,0,6400,111564800
20200731,21,8,10764,0,62,0,4400,47361600
20200731,21,4,6865,0,78,0,12500,85812500
20200731,21,16,6805,119,60,0,600,4083000
20200731,21,3,2179,0,20,0,19000,41401000
20200731,22,10,9230,796,81,0,6400,59072000
20200731,22,16,9064,193,89,0,600,5438400
20200731,22,17,2683,0,31,0,900,2414700
20200731,22,4,1753,0,20,0,12500,21912500
20200731,23,1,2634,17,27,0,42000,110628000
20200731,23,2,7812,710,44,0,28000,218736000
20200731,23,3,9711,0,75,0,19000,184509000
20200731,23,8,10345,0,103,0,4400,45518000
20200731,23,17,3259,0,16,0,900,2933100
20200731,24,10,9203,534,37,0,6400,58899200
20200731,24,8,5522,0,23,0,4400,24296800
20200731,24,4,3282,0,30,0,12500,41025000
20200731,24,16,3334,139,35,0,600,2000400
20200731,24,3,1101,17,7,0,19000,20919000
20200831,1,7,58194,575,900,250,5100,296789400
20200831,1,9,21955,0,126,0,7800,171249000
20200831,1,3,4333,0,33,0,19000,82327000
20200831,1,4,9137,623,89,0,12500,114212500
20200831,1,16,21218,1380,118,0,600,12730800
20200831,2,7,48661,3092,527,194,5100,248171100
20200831,2,10,9902,0,81,0,6400,63372800
20200831,2,4,5542,212,55,0,12500,69275000
20200831,2,16,4695,103,46,0,600,2817000
20200831,3,7,30892,1197,303,100,5100,157549200
20200831,3,10,8252,295,91,0,6400,52812800
20200831,3,4,3953,0,23,0,12500,49412500
20200831,3,16,3562,0,28,0,600,2137200
20200831,4,10,23214,952,108,0,6400,148569600
20200831,4,8,13698,138,86,0,4400,60271200
20200831,4,4,8461,176,100,0,12500,105762500
20200831,4,16,8610,5,103,0,600,5166000
20200831,4,3,2951,124,12,0,19000,56069000
20200831,5,10,13375,22,107,0,6400,85600000
20200831,5,8,8762,250,78,0,4400,38552800
20200831,5,4,5177,311,36,0,12500,64712500
20200831,5,16,5305,179,28,0,600,3183000
20200831,5,3,1627,0,18,0,19000,30913000
20200831,6,9,82592,6029,982,0,7800,644217600
20200831,6,10,27854,250,332,0,6400,178265600
20200831,6,16,15775,205,70,0,600,9465000
20200831,6,3,4044,118,27,0,19000,76836000
20200831,6,4,6593,0,58,0,12500,82412500
20200831,7,10,26942,0,209,0,6400,172428800
20200831,7,8,17003,214,147,0,4400,74813200
20200831,7,4,10466,217,54,0,12500,130825000
20200831,7,16,9911,156,42,0,600,5946600
20200831,7,3,3349,0,17,0,19000,63631000
20200831,8,10,17392,0,114,0,6400,111308800
20200831,8,8,11079,88,126,0,4400,48747600
20200831,8,4,7094,581,33,0,12500,88675000
20200831,8,16,6508,0,64,0,600,3904800
20200831,8,3,2219,6,13,0,19000,42161000
20200831,9,10,23219,0,117,0,6400,148601600
20200831,9,8,14489,819,155,0,4400,63751600
20200831,9,4,8688,153,77,0,12500,108600000
20200831,9,16,8855,766,76,0,600,5313000
20200831,9,3,2807,113,19,0,19000,53333000
20200831,10,10,23826,763,264,0,6400,152486400
20200831,10,8,14415,360,171,0,4400,63426000
20200831,10,4,8530,525,65,0,12500,106625000
20200831,10,16,8386,369,94,0,600,5031600
20200831,10,3,2733,0,23,0,19000,51927000
20200831,11,10,35097,0,230,0,6400,224620800
20200831,11,8,23202,30,124,0,4400,102088800
20200831,11,4,13954,122,92,0,12500,174425000
20200831,11,16,14173,1412,144,0,600,8503800
20200831,11,3,4470,160,21,0,19000,84930000
20200831,12,10,13901,410,96,0,6400,88966400
20200831,12,8,8570,0,74,0,4400,37708000
