MonthDateKey,DepartmentKey,RoleKey,BudgetedHeadcount,BudgetedAvgMonthlyPayCredits,BudgetedPayrollCostCredits
20240401,7,10,40802,6357,259378314
20240501,7,10,40802,6357,259378314
20240601,7,10,40802,6357,259378314
20240701,7,10,40802,6357,259378314
20240801,7,10,40802,6357,259378314
20240901,7,10,40802,6357,259378314
20241001,7,10,40802,6357,259378314
20241101,7,10,40802,6357,259378314
20241201,7,10,40802,6357,259378314
20190101,7,16,9967,592,5900464
20190201,7,16,9967,592,5900464
20190301,7,16,9967,592,5900464
20190401,7,16,9967,592,5900464
20190501,7,16,9967,592,5900464
20190601,7,16,9967,592,5900464
20190701,7,16,9967,592,5900464
20190801,7,16,9967,592,5900464
20190901,7,16,9967,592,5900464
20191001,7,16,9967,592,5900464
20191101,7,16,9967,592,5900464
20191201,7,16,9967,592,5900464
20200101,7,16,9887,609,6021183
20200201,7,16,9887,609,6021183
20200301,7,16,9887,609,6021183
20200401,7,16,9887,609,6021183
20200501,7,16,9887,609,6021183
20200601,7,16,9887,609,6021183
20200701,7,16,9887,609,6021183
20200801,7,16,9887,609,6021183
20200901,7,16,9887,609,6021183
20201001,7,16,9887,609,6021183
20201101,7,16,9887,609,6021183
20201201,7,16,9887,609,6021183
20210101,7,16,11646,574,6684804
20210201,7,16,11646,574,6684804
20210301,7,16,11646,574,6684804
20210401,7,16,11646,574,6684804
20210501,7,16,11646,574,6684804
20210601,7,16,11646,574,6684804
20210701,7,16,11646,574,6684804
20210801,7,16,11646,574,6684804
20210901,7,16,11646,574,6684804
20211001,7,16,11646,574,6684804
20211101,7,16,11646,574,6684804
20211201,7,16,11646,574,6684804
20220101,7,16,12519,624,7811856
20220201,7,16,12519,624,7811856
20220301,7,16,12519,624,7811856
20220401,7,16,12519,624,7811856
20220501,7,16,12519,624,7811856
20220601,7,16,12519,624,7811856
20220701,7,16,12519,624,7811856
20220801,7,16,12519,624,7811856
20220901,7,16,12519,624,7811856
20221001,7,16,12519,624,7811856
20221101,7,16,12519,624,7811856
20221201,7,16,12519,624,7811856
20230101,7,16,13675,606,8287050
20230201,7,16,13675,606,8287050
20230301,7,16,13675,606,8287050
20230401,7,16,13675,606,8287050
20230501,7,16,13675,606,8287050
20230601,7,16,13675,606,8287050
20230701,7,16,13675,606,8287050
20230801,7,16,13675,606,8287050
20230901,7,16,13675,606,8287050
20231001,7,16,13675,606,8287050
20231101,7,16,13675,606,8287050
20231201,7,16,13675,606,8287050
20240101,7,16,13976,621,8679096
20240201,7,16,13976,621,8679096
20240301,7,16,13976,621,8679096
20240401,7,16,13976,621,8679096
20240501,7,16,13976,621,8679096
20240601,7,16,13976,621,8679096
20240701,7,16,13976,621,8679096
20240801,7,16,13976,621,8679096
20240901,7,16,13976,621,8679096
20241001,7,16,13976,621,8679096
20241101,7,16,13976,621,8679096
20241201,7,16,13976,621,8679096
20190101,8,3,1925,19670,37864750
20190201,8,3,1925,19670,37864750
20190301,8,3,1925,19670,37864750
20190401,8,3,1925,19670,37864750
20190501,8,3,1925,19670,37864750
20190601,8,3,1925,19670,37864750
20190701,8,3,1925,19670,37864750
20190801,8,3,1925,19670,37864750
20190901,8,3,1925,19670,37864750
20191001,8,3,1925,19670,37864750
20191101,8,3,1925,19670,37864750
20191201,8,3,1925,19670,37864750
20200101,8,3,2503,19148,47927444
20200201,8,3,2503,19148,47927444
20200301,8,3,2503,19148,47927444
20200401,8,3,2503,19148,47927444
20200501,8,3,2503,19148,47927444
20200601,8,3,2503,19148,47927444
20200701,8,3,2503,19148,47927444
20200801,8,3,2503,19148,47927444
20200901,8,3,2503,19148,47927444
20201001,8,3,2503,19148,47927444
20201101,8,3,2503,19148,47927444
20201201,8,3,2503,19148,47927444
20210101,8,3,2383,18317,43649411
20210201,8,3,2383,18317,43649411
20210301,8,3,2383,18317,43649411
20210401,8,3,2383,18317,43649411
20210501,8,3,2383,18317,43649411
20210601,8,3,2383,18317,43649411
20210701,8,3,2383,18317,43649411
20210801,8,3,2383,18317,43649411
20210901,8,3,2383,18317,43649411
20211001,8,3,2383,18317,43649411
20211101,8,3,2383,18317,43649411
20211201,8,3,2383,18317,43649411
20220101,8,3,2900,19455,56419500
20220201,8,3,2900,19455,56419500
20220301,8,3,2900,19455,56419500
20220401,8,3,2900,19455,56419500
20220501,8,3,2900,19455,56419500
20220601,8,3,2900,19455,56419500
20220701,8,3,2900,19455,56419500
20220801,8,3,2900,19455,56419500
20220901,8,3,2900,19455,56419500
20221001,8,3,2900,19455,56419500
20221101,8,3,2900,19455,56419500
20221201,8,3,2900,19455,56419500
20230101,8,3,2985,18823,56186655
20230201,8,3,2985,18823,56186655
20230301,8,3,2985,18823,56186655
20230401,8,3,2985,18823,56186655
20230501,8,3,2985,18823,56186655
20230601,8,3,2985,18823,56186655
20230701,8,3,2985,18823,56186655
20230801,8,3,2985,18823,56186655
20230901,8,3,2985,18823,56186655
20231001,8,3,2985,18823,56186655
20231101,8,3,2985,18823,56186655
20231201,8,3,2985,18823,56186655
20240101,8,3,2885,18754,54105290
20240201,8,3,2885,18754,54105290
20240301,8,3,2885,18754,54105290
20240401,8,3,2885,18754,54105290
20240501,8,3,2885,18754,54105290
20240601,8,3,2885,18754,54105290
20240701,8,3,2885,18754,54105290
20240801,8,3,2885,18754,54105290
20240901,8,3,2885,18754,54105290
20241001,8,3,2885,18754,54105290
20241101,8,3,2885,18754,54105290
20241201,8,3,2885,18754,54105290
20190101,8,4,6253,12034,75248602
20190201,8,4,6253,12034,75248602
20190301,8,4,6253,12034,75248602
20190401,8,4,6253,12034,75248602
20190501,8,4,6253,12034,75248602
20190601,8,4,6253,12034,75248602
20190701,8,4,6253,12034,75248602
20190801,8,4,6253,12034,75248602
20190901,8,4,6253,12034,75248602
20191001,8,4,6253,12034,75248602
20191101,8,4,6253,12034,75248602
20191201,8,4,6253,12034,75248602
20200101,8,4,6837,13085,89462145
20200201,8,4,6837,13085,89462145
20200301,8,4,6837,13085,89462145
20200401,8,4,6837,13085,89462145
20200501,8,4,6837,13085,89462145
20200601,8,4,6837,13085,89462145
20200701,8,4,6837,13085,89462145
20200801,8,4,6837,13085,89462145
20200901,8,4,6837,13085,89462145
20201001,8,4,6837,13085,89462145
20201101,8,4,6837,13085,89462145
20201201,8,4,6837,13085,89462145
20210101,8,4,7875,11889,93625875
20210201,8,4,7875,11889,93625875
20210301,8,4,7875,11889,93625875
20210401,8,4,7875,11889,93625875
20210501,8,4,7875,11889,93625875
20210601,8,4,7875,11889,93625875
20210701,8,4,7875,11889,93625875
20210801,8,4,7875,11889,93625875
20210901,8,4,7875,11889,93625875
20211001,8,4,7875,11889,93625875
20211101,8,4,7875,11889,93625875
20211201,8,4,7875,11889,93625875
20220101,8,4,8878,11960,106180880
20220201,8,4,8878,11960,106180880
20220301,8,4,8878,11960,106180880
20220401,8,4,8878,11960,106180880
20220501,8,4,8878,11960,106180880
20220601,8,4,8878,11960,106180880
20220701,8,4,8878,11960,106180880
20220801,8,4,8878,11960,106180880
20220901,8,4,8878,11960,106180880
20221001,8,4,8878,11960,106180880
20221101,8,4,8878,11960,106180880
20221201,8,4,8878,11960,106180880
20230101,8,4,8480,12378,104965440
20230201,8,4,8480,12378,104965440
20230301,8,4,8480,12378,104965440
20230401,8,4,8480,12378,104965440
20230501,8,4,8480,12378,104965440
20230601,8,4,8480,12378,104965440
20230701,8,4,8480,12378,104965440
20230801,8,4,8480,12378,104965440
20230901,8,4,8480,12378,104965440
20231001,8,4,8480,12378,104965440
20231101,8,4,8480,12378,104965440
20231201,8,4,8480,12378,104965440
20240101,8,4,10407,12667,131825469
20240201,8,4,10407,12667,131825469
20240301,8,4,10407,12667,131825469
20240401,8,4,10407,12667,131825469
20240501,8,4,10407,12667,131825469
20240601,8,4,10407,12667,131825469
20240701,8,4,10407,12667,131825469
20240801,8,4,10407,12667,131825469
20240901,8,4,10407,12667,131825469
20241001,8,4,10407,12667,131825469
20241101,8,4,10407,12667,131825469
20241201,8,4,10407,12667,131825469
20190101,8,8,10371,4551,47198421
20190201,8,8,10371,4551,47198421
20190301,8,8,10371,4551,47198421
20190401,8,8,10371,4551,47198421
20190501,8,8,10371,4551,47198421
20190601,8,8,10371,4551,47198421
20190701,8,8,10371,4551,47198421
20190801,8,8,10371,4551,47198421
20190901,8,8,10371,4551,47198421
20191001,8,8,10371,4551,47198421
20191101,8,8,10371,4551,47198421
20191201,8,8,10371,4551,47198421
20200101,8,8,12061,4212,50800932
20200201,8,8,12061,4212,50800932
20200301,8,8,12061,4212,50800932
20200401,8,8,12061,4212,50800932
20200501,8,8,12061,4212,50800932
20200601,8,8,12061,4212,50800932
20200701,8,8,12061,4212,50800932
20200801,8,8,12061,4212,50800932
20200901,8,8,12061,4212,50800932
20201001,8,8,12061,4212,50800932
20201101,8,8,12061,4212,50800932
20201201,8,8,12061,4212,50800932
20210101,8,8,12356,4564,56392784
20210201,8,8,12356,4564,56392784
20210301,8,8,12356,4564,56392784
20210401,8,8,12356,4564,56392784
20210501,8,8,12356,4564,56392784
20210601,8,8,12356,4564,56392784
20210701,8,8,12356,4564,56392784
20210801,8,8,12356,4564,56392784
20210901,8,8,12356,4564,56392784
20211001,8,8,12356,4564,56392784
20211101,8,8,12356,4564,56392784
20211201,8,8,12356,4564,56392784
20220101,8,8,12926,4189,54147014
20220201,8,8,12926,4189,54147014
20220301,8,8,12926,4189,54147014
20220401,8,8,12926,4189,54147014
20220501,8,8,12926,4189,54147014
20220601,8,8,12926,4189,54147014
20220701,8,8,12926,4189,54147014
20220801,8,8,12926,4189,54147014
20220901,8,8,12926,4189,54147014
20221001,8,8,12926,4189,54147014
20221101,8,8,12926,4189,54147014
20221201,8,8,12926,4189,54147014
20230101,8,8,13525,4584,61998600
20230201,8,8,13525,4584,61998600
20230301,8,8,13525,4584,61998600
20230401,8,8,13525,4584,61998600
20230501,8,8,13525,4584,61998600
20230601,8,8,13525,4584,61998600
20230701,8,8,13525,4584,61998600
20230801,8,8,13525,4584,61998600
20230901,8,8,13525,4584,61998600
20231001,8,8,13525,4584,61998600
20231101,8,8,13525,4584,61998600
20231201,8,8,13525,4584,61998600
20240101,8,8,14911,4196,62566556
20240201,8,8,14911,4196,62566556
20240301,8,8,14911,4196,62566556
20240401,8,8,14911,4196,62566556
20240501,8,8,14911,4196,62566556
20240601,8,8,14911,4196,62566556
20240701,8,8,14911,4196,62566556
20240801,8,8,14911,4196,62566556
20240901,8,8,14911,4196,62566556
20241001,8,8,14911,4196,62566556
20241101,8,8,14911,4196,62566556
20241201,8,8,14911,4196,62566556
20190101,8,10,14547,6354,92431638
20190201,8,10,14547,6354,92431638
20190301,8,10,14547,6354,92431638
20190401,8,10,14547,6354,92431638
20190501,8,10,14547,6354,92431638
20190601,8,10,14547,6354,92431638
20190701,8,10,14547,6354,92431638
20190801,8,10,14547,6354,92431638
20190901,8,10,14547,6354,92431638
20191001,8,10,14547,6354,92431638
20191101,8,10,14547,6354,92431638
20191201,8,10,14547,6354,92431638
20200101,8,10,19465,6433,125218345
20200201,8,10,19465,6433,125218345
20200301,8,10,19465,6433,125218345
20200401,8,10,19465,6433,125218345
20200501,8,10,19465,6433,125218345
20200601,8,10,19465,6433,125218345
20200701,8,10,19465,6433,125218345
20200801,8,10,19465,6433,125218345
20200901,8,10,19465,6433,125218345
20201001,8,10,19465,6433,125218345
20201101,8,10,19465,6433,125218345
20201201,8,10,19465,6433,125218345
20210101,8,10,17839,6592,117594688
20210201,8,10,17839,6592,117594688
20210301,8,10,17839,6592,117594688
20210401,8,10,17839,6592,117594688
20210501,8,10,17839,6592,117594688
20210601,8,10,17839,6592,117594688
20210701,8,10,17839,6592,117594688
20210801,8,10,17839,6592,117594688
20210901,8,10,17839,6592,117594688
20211001,8,10,17839,6592,117594688
20211101,8,10,17839,6592,117594688
20211201,8,10,17839,6592,117594688
20220101,8,10,21706,6466,140350996
20220201,8,10,21706,6466,140350996
20220301,8,10,21706,6466,140350996
20220401,8,10,21706,6466,140350996
20220501,8,10,21706,6466,140350996
20220601,8,10,21706,6466,140350996
20220701,8,10,21706,6466,140350996
20220801,8,10,21706,6466,140350996
20220901,8,10,21706,6466,140350996
20221001,8,10,21706,6466,140350996
20221101,8,10,21706,6466,140350996
20221201,8,10,21706,6466,140350996
20230101,8,10,23122,6264,144836208
20230201,8,10,23122,6264,144836208
20230301,8,10,23122,6264,144836208
20230401,8,10,23122,6264,144836208
20230501,8,10,23122,6264,144836208
20230601,8,10,23122,6264,144836208
20230701,8,10,23122,6264,144836208
20230801,8,10,23122,6264,144836208
20230901,8,10,23122,6264,144836208
20231001,8,10,23122,6264,144836208
20231101,8,10,23122,6264,144836208
20231201,8,10,23122,6264,144836208
20240101,8,10,26929,6656,179239424
20240201,8,10,26929,6656,179239424
20240301,8,10,26929,6656,179239424
20240401,8,10,26929,6656,179239424
20240501,8,10,26929,6656,179239424
20240601,8,10,26929,6656,179239424
20240701,8,10,26929,6656,179239424
20240801,8,10,26929,6656,179239424
20240901,8,10,26929,6656,179239424
20241001,8,10,26929,6656,179239424
20241101,8,10,26929,6656,179239424
20241201,8,10,26929,6656,179239424
20190101,8,16,5842,590,3446780
20190201,8,16,5842,590,3446780
20190301,8,16,5842,590,3446780
20190401,8,16,5842,590,3446780
20190501,8,16,5842,590,3446780
20190601,8,16,5842,590,3446780
20190701,8,16,5842,590,3446780
20190801,8,16,5842,590,3446780
20190901,8,16,5842,590,3446780
20191001,8,16,5842,590,3446780
20191101,8,16,5842,590,3446780
20191201,8,16,5842,590,3446780
20200101,8,16,6848,593,4060864
20200201,8,16,6848,593,4060864
20200301,8,16,6848,593,4060864
20200401,8,16,6848,593,4060864
20200501,8,16,6848,593,4060864
20200601,8,16,6848,593,4060864
20200701,8,16,6848,593,4060864
20200801,8,16,6848,593,4060864
20200901,8,16,6848,593,4060864
20201001,8,16,6848,593,4060864
20201101,8,16,6848,593,4060864
20201201,8,16,6848,593,4060864
20210101,8,16,7652,610,4667720
20210201,8,16,7652,610,4667720
20210301,8,16,7652,610,4667720
20210401,8,16,7652,610,4667720
20210501,8,16,7652,610,4667720
20210601,8,16,7652,610,4667720
20210701,8,16,7652,610,4667720
20210801,8,16,7652,610,4667720
20210901,8,16,7652,610,4667720
20211001,8,16,7652,610,4667720
20211101,8,16,7652,610,4667720
20211201,8,16,7652,610,4667720
20220101,8,16,7511,592,4446512
20220201,8,16,7511,592,4446512
20220301,8,16,7511,592,4446512
20220401,8,16,7511,592,4446512
20220501,8,16,7511,592,4446512
20220601,8,16,7511,592,4446512
20220701,8,16,7511,592,4446512
20220801,8,16,7511,592,4446512
20220901,8,16,7511,592,4446512
20221001,8,16,7511,592,4446512
20221101,8,16,7511,592,4446512
20221201,8,16,7511,592,4446512
20230101,8,16,8842,598,5287516
20230201,8,16,8842,598,5287516
20230301,8,16,8842,598,5287516
20230401,8,16,8842,598,5287516
20230501,8,16,8842,598,5287516
20230601,8,16,8842,598,5287516
20230701,8,16,8842,598,5287516
20230801,8,16,8842,598,5287516
20230901,8,16,8842,598,5287516
20231001,8,16,8842,598,5287516
20231101,8,16,8842,598,5287516
20231201,8,16,8842,598,5287516
20240101,8,16,10619,584,6201496
20240201,8,16,10619,584,6201496
20240301,8,16,10619,584,6201496
20240401,8,16,10619,584,6201496
20240501,8,16,10619,584,6201496
20240601,8,16,10619,584,6201496
20240701,8,16,10619,584,6201496
20240801,8,16,10619,584,6201496
20240901,8,16,10619,584,6201496
20241001,8,16,10619,584,6201496
20241101,8,16,10619,584,6201496
20241201,8,16,10619,584,6201496
20190101,9,3,2608,18225,47530800
20190201,9,3,2608,18225,47530800
20190301,9,3,2608,18225,47530800
20190401,9,3,2608,18225,47530800
20190501,9,3,2608,18225,47530800
20190601,9,3,2608,18225,47530800
20190701,9,3,2608,18225,47530800
20190801,9,3,2608,18225,47530800
20190901,9,3,2608,18225,47530800
20191001,9,3,2608,18225,47530800
20191101,9,3,2608,18225,47530800
20191201,9,3,2608,18225,47530800
20200101,9,3,2498,18990,47437020
20200201,9,3,2498,18990,47437020
20200301,9,3,2498,18990,47437020
20200401,9,3,2498,18990,47437020
20200501,9,3,2498,18990,47437020
20200601,9,3,2498,18990,47437020
20200701,9,3,2498,18990,47437020
20200801,9,3,2498,18990,47437020
20200901,9,3,2498,18990,47437020
20201001,9,3,2498,18990,47437020
20201101,9,3,2498,18990,47437020
20201201,9,3,2498,18990,47437020
20210101,9,3,3179,18260,58048540
20210201,9,3,3179,18260,58048540
20210301,9,3,3179,18260,58048540
20210401,9,3,3179,18260,58048540
20210501,9,3,3179,18260,58048540
20210601,9,3,3179,18260,58048540
20210701,9,3,3179,18260,58048540
20210801,9,3,3179,18260,58048540
20210901,9,3,3179,18260,58048540
20211001,9,3,3179,18260,58048540
20211101,9,3,3179,18260,58048540
20211201,9,3,3179,18260,58048540
20220101,9,3,3397,19682,66859754
20220201,9,3,3397,19682,66859754
20220301,9,3,3397,19682,66859754
20220401,9,3,3397,19682,66859754
20220501,9,3,3397,19682,66859754
20220601,9,3,3397,19682,66859754
20220701,9,3,3397,19682,66859754
20220801,9,3,3397,19682,66859754
20220901,9,3,3397,19682,66859754
20221001,9,3,3397,19682,66859754
20221101,9,3,3397,19682,66859754
20221201,9,3,3397,19682,66859754
20230101,9,3,3822,19360,73993920
20230201,9,3,3822,19360,73993920
20230301,9,3,3822,19360,73993920
20230401,9,3,3822,19360,73993920
20230501,9,3,3822,19360,73993920
20230601,9,3,3822,19360,73993920
20230701,9,3,3822,19360,73993920
20230801,9,3,3822,19360,73993920
20230901,9,3,3822,19360,73993920
20231001,9,3,3822,19360,73993920
20231101,9,3,3822,19360,73993920
20231201,9,3,3822,19360,73993920
20240101,9,3,4067,19642,79884014
20240201,9,3,4067,19642,79884014
20240301,9,3,4067,19642,79884014
20240401,9,3,4067,19642,79884014
20240501,9,3,4067,19642,79884014
20240601,9,3,4067,19642,79884014
20240701,9,3,4067,19642,79884014
20240801,9,3,4067,19642,79884014
20240901,9,3,4067,19642,79884014
20241001,9,3,4067,19642,79884014
20241101,9,3,4067,19642,79884014
20241201,9,3,4067,19642,79884014
20190101,9,4,6992,12598,88085216
20190201,9,4,6992,12598,88085216
20190301,9,4,6992,12598,88085216
20190401,9,4,6992,12598,88085216
20190501,9,4,6992,12598,88085216
20190601,9,4,6992,12598,88085216
20190701,9,4,6992,12598,88085216
20190801,9,4,6992,12598,88085216
20190901,9,4,6992,12598,88085216
20191001,9,4,6992,12598,88085216
20191101,9,4,6992,12598,88085216
20191201,9,4,6992,12598,88085216
20200101,9,4,9480,12172,115390560
20200201,9,4,9480,12172,115390560
20200301,9,4,9480,12172,115390560
20200401,9,4,9480,12172,115390560
20200501,9,4,9480,12172,115390560
20200601,9,4,9480,12172,115390560
20200701,9,4,9480,12172,115390560
20200801,9,4,9480,12172,115390560
20200901,9,4,9480,12172,115390560
20201001,9,4,9480,12172,115390560
20201101,9,4,9480,12172,115390560
20201201,9,4,9480,12172,115390560
20210101,9,4,8389,12296,103151144
20210201,9,4,8389,12296,103151144
20210301,9,4,8389,12296,103151144
20210401,9,4,8389,12296,103151144
20210501,9,4,8389,12296,103151144
20210601,9,4,8389,12296,103151144
20210701,9,4,8389,12296,103151144
20210801,9,4,8389,12296,103151144
20210901,9,4,8389,12296,103151144
20211001,9,4,8389,12296,103151144
20211101,9,4,8389,12296,103151144
20211201,9,4,8389,12296,103151144
20220101,9,4,9675,12956,125349300
20220201,9,4,9675,12956,125349300
20220301,9,4,9675,12956,125349300
20220401,9,4,9675,12956,125349300
20220501,9,4,9675,12956,125349300
20220601,9,4,9675,12956,125349300
20220701,9,4,9675,12956,125349300
20220801,9,4,9675,12956,125349300
20220901,9,4,9675,12956,125349300
20221001,9,4,9675,12956,125349300
20221101,9,4,9675,12956,125349300
20221201,9,4,9675,12956,125349300
20230101,9,4,12135,12884,156347340
20230201,9,4,12135,12884,156347340
20230301,9,4,12135,12884,156347340
20230401,9,4,12135,12884,156347340
20230501,9,4,12135,12884,156347340
20230601,9,4,12135,12884,156347340
20230701,9,4,12135,12884,156347340
20230801,9,4,12135,12884,156347340
20230901,9,4,12135,12884,156347340
20231001,9,4,12135,12884,156347340
20231101,9,4,12135,12884,156347340
20231201,9,4,12135,12884,156347340
20240101,9,4,11784,12057,142079688
20240201,9,4,11784,12057,142079688
20240301,9,4,11784,12057,142079688
20240401,9,4,11784,12057,142079688
20240501,9,4,11784,12057,142079688
20240601,9,4,11784,12057,142079688
20240701,9,4,11784,12057,142079688
20240801,9,4,11784,12057,142079688
20240901,9,4,11784,12057,142079688
20241001,9,4,11784,12057,142079688
20241101,9,4,11784,12057,142079688
20241201,9,4,11784,12057,142079688
20190101,9,8,13404,4293,57543372
20190201,9,8,13404,4293,57543372
20190301,9,8,13404,4293,57543372
20190401,9,8,13404,4293,57543372
20190501,9,8,13404,4293,57543372
20190601,9,8,13404,4293,57543372
20190701,9,8,13404,4293,57543372
20190801,9,8,13404,4293,57543372
20190901,9,8,13404,4293,57543372
20191001,9,8,13404,4293,57543372
20191101,9,8,13404,4293,57543372
20191201,9,8,13404,4293,57543372
20200101,9,8,15660,4182,65490120
20200201,9,8,15660,4182,65490120
20200301,9,8,15660,4182,65490120
20200401,9,8,15660,4182,65490120
20200501,9,8,15660,4182,65490120
20200601,9,8,15660,4182,65490120
20200701,9,8,15660,4182,65490120
20200801,9,8,15660,4182,65490120
20200901,9,8,15660,4182,65490120
20201001,9,8,15660,4182,65490120
20201101,9,8,15660,4182,65490120
20201201,9,8,15660,4182,65490120
20210101,9,8,16039,4294,68871466
20210201,9,8,16039,4294,68871466
20210301,9,8,16039,4294,68871466
20210401,9,8,16039,4294,68871466
20210501,9,8,16039,4294,68871466
20210601,9,8,16039,4294,68871466
20210701,9,8,16039,4294,68871466
20210801,9,8,16039,4294,68871466
20210901,9,8,16039,4294,68871466
20211001,9,8,16039,4294,68871466
20211101,9,8,16039,4294,68871466
20211201,9,8,16039,4294,68871466
20220101,9,8,17157,4445,76262865
20220201,9,8,17157,4445,76262865
20220301,9,8,17157,4445,76262865
20220401,9,8,17157,4445,76262865
20220501,9,8,17157,4445,76262865
20220601,9,8,17157,4445,76262865
20220701,9,8,17157,4445,76262865
20220801,9,8,17157,4445,76262865
20220901,9,8,17157,4445,76262865
20221001,9,8,17157,4445,76262865
20221101,9,8,17157,4445,76262865
20221201,9,8,17157,4445,76262865
20230101,9,8,17362,4451,77278262
20230201,9,8,17362,4451,77278262
20230301,9,8,17362,4451,77278262
20230401,9,8,17362,4451,77278262
20230501,9,8,17362,4451,77278262
20230601,9,8,17362,4451,77278262
20230701,9,8,17362,4451,77278262
20230801,9,8,17362,4451,77278262
20230901,9,8,17362,4451,77278262
20231001,9,8,17362,4451,77278262
20231101,9,8,17362,4451,77278262
20231201,9,8,17362,4451,77278262
20240101,9,8,19804,4216,83493664
20240201,9,8,19804,4216,83493664
20240301,9,8,19804,4216,83493664
20240401,9,8,19804,4216,83493664
20240501,9,8,19804,4216,83493664
20240601,9,8,19804,4216,83493664
20240701,9,8,19804,4216,83493664
20240801,9,8,19804,4216,83493664
20240901,9,8,19804,4216,83493664
20241001,9,8,19804,4216,83493664
20241101,9,8,19804,4216,83493664
20241201,9,8,19804,4216,83493664
20190101,9,10,19049,6708,127780692
20190201,9,10,19049,6708,127780692
20190301,9,10,19049,6708,127780692
20190401,9,10,19049,6708,127780692
20190501,9,10,19049,6708,127780692
20190601,9,10,19049,6708,127780692
20190701,9,10,19049,6708,127780692
20190801,9,10,19049,6708,127780692
20190901,9,10,19049,6708,127780692
20191001,9,10,19049,6708,127780692
20191101,9,10,19049,6708,127780692
20191201,9,10,19049,6708,127780692
20200101,9,10,20792,6694,139181648
20200201,9,10,20792,6694,139181648
20200301,9,10,20792,6694,139181648
20200401,9,10,20792,6694,139181648
20200501,9,10,20792,6694,139181648
20200601,9,10,20792,6694,139181648
20200701,9,10,20792,6694,139181648
20200801,9,10,20792,6694,139181648
20200901,9,10,20792,6694,139181648
20201001,9,10,20792,6694,139181648
20201101,9,10,20792,6694,139181648
20201201,9,10,20792,6694,139181648
20210101,9,10,22865,6586,150588890
20210201,9,10,22865,6586,150588890
20210301,9,10,22865,6586,150588890
20210401,9,10,22865,6586,150588890
20210501,9,10,22865,6586,150588890
20210601,9,10,22865,6586,150588890
20210701,9,10,22865,6586,150588890
20210801,9,10,22865,6586,150588890
20210901,9,10,22865,6586,150588890
20211001,9,10,22865,6586,150588890
20211101,9,10,22865,6586,150588890
20211201,9,10,22865,6586,150588890
20220101,9,10,25024,6588,164858112
20220201,9,10,25024,6588,164858112
20220301,9,10,25024,6588,164858112
20220401,9,10,25024,6588,164858112
20220501,9,10,25024,6588,164858112
20220601,9,10,25024,6588,164858112
20220701,9,10,25024,6588,164858112
20220801,9,10,25024,6588,164858112
20220901,9,10,25024,6588,164858112
20221001,9,10,25024,6588,164858112
20221101,9,10,25024,6588,164858112
20221201,9,10,25024,6588,164858112
20230101,9,10,31403,6240,195954720
20230201,9,10,31403,6240,195954720
20230301,9,10,31403,6240,195954720
20230401,9,10,31403,6240,195954720
20230501,9,10,31403,6240,195954720
20230601,9,10,31403,6240,195954720
20230701,9,10,31403,6240,195954720
20230801,9,10,31403,6240,195954720
20230901,9,10,31403,6240,195954720
20231001,9,10,31403,6240,195954720
20231101,9,10,31403,6240,195954720
20231201,9,10,31403,6240,195954720
20240101,9,10,31642,6440,203774480
20240201,9,10,31642,6440,203774480
20240301,9,10,31642,6440,203774480
20240401,9,10,31642,6440,203774480
20240501,9,10,31642,6440,203774480
20240601,9,10,31642,6440,203774480
20240701,9,10,31642,6440,203774480
20240801,9,10,31642,6440,203774480
20240901,9,10,31642,6440,203774480
20241001,9,10,31642,6440,203774480
20241101,9,10,31642,6440,203774480
20241201,9,10,31642,6440,203774480
20190101,9,16,8157,615,5016555
20190201,9,16,8157,615,5016555
20190301,9,16,8157,615,5016555
20190401,9,16,8157,615,5016555
20190501,9,16,8157,615,5016555
20190601,9,16,8157,615,5016555
20190701,9,16,8157,615,5016555
20190801,9,16,8157,615,5016555
20190901,9,16,8157,615,5016555
20191001,9,16,8157,615,5016555
20191101,9,16,8157,615,5016555
20191201,9,16,8157,615,5016555
20200101,9,16,8478,587,4976586
20200201,9,16,8478,587,4976586
20200301,9,16,8478,587,4976586
20200401,9,16,8478,587,4976586
20200501,9,16,8478,587,4976586
20200601,9,16,8478,587,4976586
20200701,9,16,8478,587,4976586
20200801,9,16,8478,587,4976586
20200901,9,16,8478,587,4976586
20201001,9,16,8478,587,4976586
20201101,9,16,8478,587,4976586
20201201,9,16,8478,587,4976586
20210101,9,16,9134,586,5352524
20210201,9,16,9134,586,5352524
20210301,9,16,9134,586,5352524
20210401,9,16,9134,586,5352524
20210501,9,16,9134,586,5352524
20210601,9,16,9134,586,5352524
20210701,9,16,9134,586,5352524
20210801,9,16,9134,586,5352524
20210901,9,16,9134,586,5352524
20211001,9,16,9134,586,5352524
20211101,9,16,9134,586,5352524
20211201,9,16,9134,586,5352524
20220101,9,16,10091,613,6185783
20220201,9,16,10091,613,6185783
20220301,9,16,10091,613,6185783
20220401,9,16,10091,613,6185783
20220501,9,16,10091,613,6185783
20220601,9,16,10091,613,6185783
20220701,9,16,10091,613,6185783
20220801,9,16,10091,613,6185783
20220901,9,16,10091,613,6185783
20221001,9,16,10091,613,6185783
20221101,9,16,10091,613,6185783
20221201,9,16,10091,613,6185783
20230101,9,16,12185,615,7493775
20230201,9,16,12185,615,7493775
20230301,9,16,12185,615,7493775
20230401,9,16,12185,615,7493775
20230501,9,16,12185,615,7493775
20230601,9,16,12185,615,7493775
20230701,9,16,12185,615,7493775
20230801,9,16,12185,615,7493775
