SnapshotDateKey,ItemKey,LocationKey,OnHandQty,OnOrderQty,ReorderPoint,UnitCostCredits,InventoryValueCredits,StockStatus
20200629,10,2,202,6543,1025,110,22220,Reorder
20200629,10,10,2786,0,957,110,306460,In Stock
20200629,10,11,3482,0,1085,110,383020,In Stock
20200629,11,14,8,286,76,4800,38400,Reorder
20200629,12,14,33,332,72,3100,102300,Reorder
20200629,13,14,268,0,49,9500,2546000,In Stock
20200629,14,14,276,0,76,12400,3422400,In Stock
20200629,15,3,700,0,324,240,168000,In Stock
20200629,15,14,702,0,220,240,168480,In Stock
20200629,16,14,1245,0,382,1900,2365500,In Stock
20200629,17,10,35,318,74,7300,255500,Reorder
20200629,17,12,310,0,47,7300,2263000,In Stock
20200629,17,6,109,0,64,7300,795700,In Stock
20200629,18,12,65,244,74,18600,1209000,Reorder
20200629,18,2,109,0,76,18600,2027400,In Stock
20200629,19,3,136,0,70,5400,734400,In Stock
20200629,19,11,166,0,75,5400,896400,In Stock
20200629,20,10,948,0,284,860,815280,In Stock
20200629,21,12,4276,0,1221,140,598640,In Stock
20200629,21,13,4152,0,860,140,581280,In Stock
20200629,22,2,654,0,366,980,640920,In Stock
20200629,22,11,19,1874,257,980,18620,Reorder
20200629,22,12,1025,0,263,980,1004500,In Stock
20200629,23,11,191,0,55,6200,1184200,In Stock
20200629,24,11,23,0,10,44000,1012000,In Stock
20200629,24,2,31,0,12,44000,1364000,In Stock
20200629,24,10,8,51,12,44000,352000,Reorder
20200629,25,6,7,45,8,21500,150500,Reorder
20200629,25,11,38,0,9,21500,817000,In Stock
20200629,26,3,547,0,349,310,169570,In Stock
20200629,27,1,89,0,66,2700,240300,In Stock
20200629,28,5,219,0,56,8900,1949100,In Stock
20200629,29,13,400,0,251,430,172000,In Stock
20200629,29,2,1314,0,243,430,565020,In Stock
20200629,30,5,451,0,218,520,234520,In Stock
20200629,30,11,149,1454,268,520,77480,Reorder
20200629,31,4,4,57,8,96000,384000,Reorder
20200629,31,1,9,45,10,96000,864000,Reorder
20200629,32,1,9,286,77,3400,30600,Reorder
20200629,32,4,91,0,51,3400,309400,In Stock
20200629,33,1,212,0,62,5900,1250800,In Stock
20200629,33,4,150,0,57,5900,885000,In Stock
20200629,33,14,150,0,60,5900,885000,In Stock
20200629,34,5,35,0,9,72000,2520000,In Stock
20200629,34,1,10,48,11,72000,720000,Reorder
20200629,34,4,7,38,10,72000,504000,Reorder
20200629,35,2,1766,0,1017,45,79470,In Stock
20200629,35,11,205,5432,746,45,9225,Reorder
20200629,36,3,151,0,52,2300,347300,In Stock
20200629,36,13,196,0,69,2300,450800,In Stock
20200629,36,10,214,0,75,2300,492200,In Stock
20200629,37,11,671,0,225,1100,738100,In Stock
20200629,38,10,1437,0,380,1650,2371050,In Stock
20200629,38,11,1694,0,266,1650,2795100,In Stock
20200629,39,8,29,0,11,58000,1682000,In Stock
20200629,39,9,18,0,12,58000,1044000,In Stock
20200629,40,9,105,0,49,3900,409500,In Stock
20200629,40,11,177,0,45,3900,690300,In Stock
20200706,1,7,3791,0,744,180,682380,In Stock
20200706,1,8,2082,0,972,180,374760,In Stock
20200706,2,4,2665,0,821,90,239850,In Stock
20200706,2,7,4637,0,819,90,417330,In Stock
20200706,2,9,984,4743,1122,90,88560,Reorder
20200706,3,6,863,0,365,640,552320,In Stock
20200706,4,11,704,0,221,420,295680,In Stock
20200706,5,9,2566,0,797,75,192450,In Stock
20200706,5,8,1636,0,1066,75,122700,In Stock
20200706,5,7,3671,0,731,75,275325,In Stock
20200706,6,8,1180,0,339,1200,1416000,In Stock
20200706,6,7,9,1810,380,1200,10800,Reorder
20200706,6,9,936,0,339,1200,1123200,In Stock
20200706,7,8,962,0,318,320,307840,In Stock
20200706,8,9,3340,0,827,140,467600,In Stock
20200706,8,7,269,5149,1114,140,37660,Reorder
20200706,8,8,3206,0,768,140,448840,In Stock
20200706,9,10,1766,0,802,60,105960,In Stock
20200706,9,13,3988,0,995,60,239280,In Stock
20200706,10,2,5057,0,1025,110,556270,In Stock
20200706,10,10,2287,0,957,110,251570,In Stock
20200706,10,11,2805,0,1085,110,308550,In Stock
20200706,11,14,244,0,76,4800,1171200,In Stock
20200706,12,14,0,385,72,3100,0,Stockout
20200706,13,14,243,0,49,9500,2308500,In Stock
20200706,14,14,249,0,76,12400,3087600,In Stock
20200706,15,3,519,0,324,240,124560,In Stock
20200706,15,14,554,0,220,240,132960,In Stock
20200706,16,14,1035,0,382,1900,1966500,In Stock
20200706,17,10,3,373,74,7300,21900,Reorder
20200706,17,12,293,0,47,7300,2138900,In Stock
20200706,17,6,68,0,64,7300,496400,Low
20200706,18,12,25,283,74,18600,465000,Reorder
20200706,18,2,74,286,76,18600,1376400,Reorder
20200706,19,3,105,0,70,5400,567000,In Stock
20200706,19,11,141,0,75,5400,761400,In Stock
20200706,20,10,798,0,284,860,686280,In Stock
20200706,21,12,3983,0,1221,140,557620,In Stock
20200706,21,13,3884,0,860,140,543760,In Stock
20200706,22,2,491,0,366,980,481180,In Stock
20200706,22,11,1306,0,257,980,1279880,In Stock
20200706,22,12,864,0,263,980,846720,In Stock
20200706,23,11,156,0,55,6200,967200,In Stock
20200706,24,11,20,0,10,44000,880000,In Stock
20200706,24,2,27,0,12,44000,1188000,In Stock
20200706,24,10,5,63,12,44000,220000,Reorder
20200706,25,6,2,50,8,21500,43000,Reorder
20200706,25,11,32,0,9,21500,688000,In Stock
20200706,26,3,1021,0,349,310,316510,In Stock
20200706,27,1,55,260,66,2700,148500,Reorder
20200706,28,5,194,0,56,8900,1726600,In Stock
20200706,29,13,843,0,251,430,362490,In Stock
20200706,29,2,1162,0,243,430,499660,In Stock
20200706,30,5,362,0,218,520,188240,In Stock
20200706,30,11,917,0,268,520,476840,In Stock
20200706,31,4,42,0,8,96000,4032000,In Stock
20200706,31,1,4,42,10,96000,384000,Reorder
20200706,32,1,265,0,77,3400,901000,In Stock
20200706,32,4,75,0,51,3400,255000,In Stock
20200706,33,1,186,0,62,5900,1097400,In Stock
20200706,33,4,116,0,57,5900,684400,In Stock
20200706,33,14,111,0,60,5900,654900,In Stock
20200706,34,5,30,0,9,72000,2160000,In Stock
20200706,34,1,8,47,11,72000,576000,Reorder
20200706,34,4,1,40,10,72000,72000,Reorder
20200706,35,2,1414,0,1017,45,63630,In Stock
20200706,35,11,3380,0,746,45,152100,In Stock
20200706,36,3,116,0,52,2300,266800,In Stock
20200706,36,13,168,0,69,2300,386400,In Stock
20200706,36,10,182,0,75,2300,418600,In Stock
20200706,37,11,511,0,225,1100,562100,In Stock
20200706,38,10,1319,0,380,1650,2176350,In Stock
20200706,38,11,1541,0,266,1650,2542650,In Stock
20200706,39,8,27,0,11,58000,1566000,In Stock
20200706,39,9,16,0,12,58000,928000,In Stock
20200706,40,9,66,0,49,3900,257400,In Stock
20200706,40,11,139,0,45,3900,542100,In Stock
20200713,1,7,3346,0,744,180,602280,In Stock
20200713,1,8,1793,0,972,180,322740,In Stock
20200713,2,4,1979,0,821,90,178110,In Stock
20200713,2,7,3964,0,819,90,356760,In Stock
20200713,2,9,344,5628,1122,90,30960,Reorder
20200713,3,6,666,0,365,640,426240,In Stock
20200713,4,11,520,0,221,420,218400,In Stock
20200713,5,9,2003,0,797,75,150225,In Stock
20200713,5,8,1107,0,1066,75,83025,Low
20200713,5,7,3242,0,731,75,243150,In Stock
20200713,6,8,1054,0,339,1200,1264800,In Stock
20200713,6,7,1462,0,380,1200,1754400,In Stock
20200713,6,9,850,0,339,1200,1020000,In Stock
20200713,7,8,825,0,318,320,264000,In Stock
20200713,8,9,2654,0,827,140,371560,In Stock
20200713,8,7,4117,0,1114,140,576380,In Stock
20200713,8,8,2781,0,768,140,389340,In Stock
20200713,9,10,1224,0,802,60,73440,In Stock
20200713,9,13,3309,0,995,60,198540,In Stock
20200713,10,2,4485,0,1025,110,493350,In Stock
20200713,10,10,1867,0,957,110,205370,In Stock
20200713,10,11,2292,0,1085,110,252120,In Stock
20200713,11,14,218,0,76,4800,1046400,In Stock
20200713,12,14,351,0,72,3100,1088100,In Stock
20200713,13,14,206,0,49,9500,1957000,In Stock
20200713,14,14,218,0,76,12400,2703200,In Stock
20200713,15,3,1076,0,324,240,258240,In Stock
20200713,15,14,406,0,220,240,97440,In Stock
20200713,16,14,933,0,382,1900,1772700,In Stock
20200713,17,10,285,0,74,7300,2080500,In Stock
20200713,17,12,273,0,47,7300,1992900,In Stock
20200713,17,6,34,293,64,7300,248200,Reorder
20200713,18,12,7,283,74,18600,130200,Reorder
20200713,18,2,52,284,76,18600,967200,Reorder
20200713,19,3,195,0,70,5400,1053000,In Stock
20200713,19,11,101,0,75,5400,545400,In Stock
20200713,20,10,716,0,284,860,615760,In Stock
20200713,21,12,3590,0,1221,140,502600,In Stock
20200713,21,13,3614,0,860,140,505960,In Stock
20200713,22,2,1198,0,366,980,1174040,In Stock
20200713,22,11,1146,0,257,980,1123080,In Stock
20200713,22,12,733,0,263,980,718340,In Stock
20200713,23,11,135,0,55,6200,837000,In Stock
20200713,24,11,15,0,10,44000,660000,In Stock
20200713,24,2,23,0,12,44000,1012000,In Stock
20200713,24,10,1,64,12,44000,44000,Reorder
20200713,25,6,28,0,8,21500,602000,In Stock
20200713,25,11,27,0,9,21500,580500,In Stock
20200713,26,3,905,0,349,310,280550,In Stock
20200713,27,1,18,306,66,2700,48600,Reorder
20200713,28,5,161,0,56,8900,1432900,In Stock
20200713,29,13,717,0,251,430,308310,In Stock
20200713,29,2,1026,0,243,430,441180,In Stock
20200713,30,5,165,1638,218,520,85800,Reorder
20200713,30,11,728,0,268,520,378560,In Stock
20200713,31,4,36,0,8,96000,3456000,In Stock
20200713,31,1,0,49,10,96000,0,Stockout
20200713,32,1,222,0,77,3400,754800,In Stock
20200713,32,4,39,235,51,3400,132600,Reorder
20200713,33,1,163,0,62,5900,961700,In Stock
20200713,33,4,90,0,57,5900,531000,In Stock
20200713,33,14,86,0,60,5900,507400,In Stock
20200713,34,5,24,0,9,72000,1728000,In Stock
20200713,34,1,2,55,11,72000,144000,Reorder
20200713,34,4,29,0,10,72000,2088000,In Stock
20200713,35,2,1096,0,1017,45,49320,Low
20200713,35,11,2671,0,746,45,120195,In Stock
20200713,36,3,75,0,52,2300,172500,In Stock
20200713,36,13,140,0,69,2300,322000,In Stock
20200713,36,10,153,0,75,2300,351900,In Stock
20200713,37,11,323,0,225,1100,355300,In Stock
20200713,38,10,1196,0,380,1650,1973400,In Stock
20200713,38,11,1346,0,266,1650,2220900,In Stock
20200713,39,8,23,0,11,58000,1334000,In Stock
20200713,39,9,14,0,12,58000,812000,Low
20200713,40,9,32,370,49,3900,124800,Reorder
20200713,40,11,119,0,45,3900,464100,In Stock
20200720,1,7,2685,0,744,180,483300,In Stock
20200720,1,8,1498,0,972,180,269640,In Stock
20200720,2,4,1314,0,821,90,118260,In Stock
20200720,2,7,3629,0,819,90,326610,In Stock
20200720,2,9,3575,0,1122,90,321750,In Stock
20200720,3,6,458,0,365,640,293120,Low
20200720,4,11,341,0,221,420,143220,In Stock
20200720,5,9,1388,0,797,75,104100,In Stock
20200720,5,8,461,4632,1066,75,34575,Reorder
20200720,5,7,2676,0,731,75,200700,In Stock
20200720,6,8,937,0,339,1200,1124400,In Stock
20200720,6,7,1315,0,380,1200,1578000,In Stock
20200720,6,9,700,0,339,1200,840000,In Stock
20200720,7,8,674,0,318,320,215680,In Stock
20200720,8,9,2320,0,827,140,324800,In Stock
20200720,8,7,3590,0,1114,140,502600,In Stock
20200720,8,8,2126,0,768,140,297640,In Stock
20200720,9,10,771,4321,802,60,46260,Reorder
20200720,9,13,2949,0,995,60,176940,In Stock
20200720,10,2,3850,0,1025,110,423500,In Stock
20200720,10,10,1584,0,957,110,174240,In Stock
20200720,10,11,2033,0,1085,110,223630,In Stock
20200720,11,14,202,0,76,4800,969600,In Stock
20200720,12,14,313,0,72,3100,970300,In Stock
20200720,13,14,182,0,49,9500,1729000,In Stock
20200720,14,14,200,0,76,12400,2480000,In Stock
20200720,15,3,982,0,324,240,235680,In Stock
20200720,15,14,325,0,220,240,78000,In Stock
20200720,16,14,783,0,382,1900,1487700,In Stock
20200720,17,10,250,0,74,7300,1825000,In Stock
20200720,17,12,256,0,47,7300,1868800,In Stock
20200720,17,6,10,350,64,7300,73000,Reorder
20200720,18,12,278,0,74,18600,5170800,In Stock
20200720,18,2,32,268,76,18600,595200,Reorder
20200720,19,3,155,0,70,5400,837000,In Stock
20200720,19,11,70,220,75,5400,378000,Reorder
20200720,20,10,612,0,284,860,526320,In Stock
20200720,21,12,2944,0,1221,140,412160,In Stock
20200720,21,13,3288,0,860,140,460320,In Stock
20200720,22,2,1118,0,366,980,1095640,In Stock
20200720,22,11,1003,0,257,980,982940,In Stock
20200720,22,12,524,0,263,980,513520,In Stock
20200720,23,11,91,0,55,6200,564200,In Stock
20200720,24,11,9,41,10,44000,396000,Reorder
20200720,24,2,21,0,12,44000,924000,In Stock
20200720,24,10,47,0,12,44000,2068000,In Stock
20200720,25,6,25,0,8,21500,537500,In Stock
20200720,25,11,21,0,9,21500,451500,In Stock
20200720,26,3,763,0,349,310,236530,In Stock
20200720,27,1,192,0,66,2700,518400,In Stock
20200720,28,5,120,0,56,8900,1068000,In Stock
20200720,29,13,574,0,251,430,246820,In Stock
20200720,29,2,833,0,243,430,358190,In Stock
20200720,30,5,1304,0,218,520,678080,In Stock
20200720,30,11,605,0,268,520,314600,In Stock
20200720,31,4,33,0,8,96000,3168000,In Stock
20200720,31,1,30,0,10,96000,2880000,In Stock
20200720,32,1,183,0,77,3400,622200,In Stock
20200720,32,4,199,0,51,3400,676600,In Stock
20200720,33,1,142,0,62,5900,837800,In Stock
20200720,33,4,59,0,57,5900,348100,Low
20200720,33,14,234,0,60,5900,1380600,In Stock
20200720,34,5,19,0,9,72000,1368000,In Stock
20200720,34,1,50,0,11,72000,3600000,In Stock
20200720,34,4,25,0,10,72000,1800000,In Stock
20200720,35,2,653,4491,1017,45,29385,Reorder
20200720,35,11,2123,0,746,45,95535,In Stock
20200720,36,3,44,368,52,2300,101200,Reorder
20200720,36,13,122,0,69,2300,280600,In Stock
20200720,36,10,118,0,75,2300,271400,In Stock
20200720,37,11,245,0,225,1100,269500,Low
20200720,38,10,1104,0,380,1650,1821600,In Stock
20200720,38,11,1233,0,266,1650,2034450,In Stock
20200720,39,8,19,0,11,58000,1102000,In Stock
20200720,39,9,10,41,12,58000,580000,Reorder
20200720,40,9,274,0,49,3900,1068600,In Stock
20200720,40,11,94,0,45,3900,366600,In Stock
20200727,1,7,2210,0,744,180,397800,In Stock
20200727,1,8,903,4553,972,180,162540,Reorder
20200727,2,4,3258,0,821,90,293220,In Stock
20200727,2,7,3133,0,819,90,281970,In Stock
20200727,2,9,3052,0,1122,90,274680,In Stock
20200727,3,6,293,969,365,640,187520,Reorder
20200727,4,11,191,1511,221,420,80220,Reorder
20200727,5,9,795,5014,797,75,59625,Reorder
20200727,5,8,4437,0,1066,75,332775,In Stock
20200727,5,7,2347,0,731,75,176025,In Stock
20200727,6,8,854,0,339,1200,1024800,In Stock
20200727,6,7,1204,0,380,1200,1444800,In Stock
20200727,6,9,534,0,339,1200,640800,In Stock
20200727,7,8,559,0,318,320,178880,In Stock
20200727,8,9,2044,0,827,140,286160,In Stock
20200727,8,7,2992,0,1114,140,418880,In Stock
20200727,8,8,1638,0,768,140,229320,In Stock
20200727,9,10,133,5586,802,60,7980,Reorder
20200727,9,13,2662,0,995,60,159720,In Stock
20200727,10,2,3283,0,1025,110,361130,In Stock
20200727,10,10,931,4052,957,110,102410,Reorder
20200727,10,11,1745,0,1085,110,191950,In Stock
20200727,11,14,185,0,76,4800,888000,In Stock
20200727,12,14,297,0,72,3100,920700,In Stock
20200727,13,14,158,0,49,9500,1501000,In Stock
20200727,14,14,174,0,76,12400,2157600,In Stock
20200727,15,3,897,0,324,240,215280,In Stock
20200727,15,14,1266,0,220,240,303840,In Stock
20200727,16,14,604,0,382,1900,1147600,In Stock
20200727,17,10,209,0,74,7300,1525700,In Stock
20200727,17,12,220,0,47,7300,1606000,In Stock
20200727,17,6,277,0,64,7300,2022100,In Stock
20200727,18,12,236,0,74,18600,4389600,In Stock
20200727,18,2,238,0,76,18600,4426800,In Stock
20200727,19,3,131,0,70,5400,707400,In Stock
20200727,19,11,27,250,75,5400,145800,Reorder
20200727,20,10,484,0,284,860,416240,In Stock
20200727,21,12,2306,0,1221,140,322840,In Stock
20200727,21,13,2616,0,860,140,366240,In Stock
20200727,22,2,1003,0,366,980,982940,In Stock
20200727,22,11,856,0,257,980,838880,In Stock
20200727,22,12,1263,0,263,980,1237740,In Stock
20200727,23,11,66,0,55,6200,409200,Low
20200727,24,11,3,52,10,44000,132000,Reorder
20200727,24,2,17,0,12,44000,748000,In Stock
20200727,24,10,43,0,12,44000,1892000,In Stock
20200727,25,6,23,0,8,21500,494500,In Stock
20200727,25,11,18,0,9,21500,387000,In Stock
20200727,26,3,618,0,349,310,191580,In Stock
20200727,27,1,156,0,66,2700,421200,In Stock
20200727,28,5,91,0,56,8900,809900,In Stock
20200727,29,13,397,0,251,430,170710,In Stock
20200727,29,2,700,0,243,430,301000,In Stock
20200727,30,5,1135,0,218,520,590200,In Stock
20200727,30,11,475,0,268,520,247000,In Stock
20200727,31,4,30,0,8,96000,2880000,In Stock
20200727,31,1,27,0,10,96000,2592000,In Stock
20200727,32,1,141,0,77,3400,479400,In Stock
20200727,32,4,170,0,51,3400,578000,In Stock
20200727,33,1,112,0,62,5900,660800,In Stock
20200727,33,4,43,225,57,5900,253700,Reorder
20200727,33,14,194,0,60,5900,1144600,In Stock
20200727,34,5,13,0,9,72000,936000,In Stock
20200727,34,1,46,0,11,72000,3312000,In Stock
20200727,34,4,19,0,10,72000,1368000,In Stock
20200727,35,2,233,4729,1017,45,10485,Reorder
20200727,35,11,1471,0,746,45,66195,In Stock
20200727,36,3,19,402,52,2300,43700,Reorder
20200727,36,13,91,0,69,2300,209300,In Stock
20200727,36,10,197,0,75,2300,453100,In Stock
20200727,37,11,83,1361,225,1100,91300,Reorder
20200727,38,10,916,0,380,1650,1511400,In Stock
20200727,38,11,1072,0,266,1650,1768800,In Stock
20200727,39,8,16,0,11,58000,928000,In Stock
20200727,39,9,4,47,12,58000,232000,Reorder
20200727,40,9,250,0,49,3900,975000,In Stock
20200727,40,11,258,0,45,3900,1006200,In Stock
20200803,1,7,1689,0,744,180,304020,In Stock
20200803,1,8,344,4342,972,180,61920,Reorder
20200803,2,4,2759,0,821,90,248310,In Stock
20200803,2,7,2843,0,819,90,255870,In Stock
20200803,2,9,2513,0,1122,90,226170,In Stock
20200803,3,6,213,1150,365,640,136320,Reorder
20200803,4,11,7,1650,221,420,2940,Reorder
20200803,5,9,359,4761,797,75,26925,Reorder
20200803,5,8,3834,0,1066,75,287550,In Stock
20200803,5,7,1650,0,731,75,123750,In Stock
20200803,6,8,667,0,339,1200,800400,In Stock
20200803,6,7,1025,0,380,1200,1230000,In Stock
20200803,6,9,904,0,339,1200,1084800,In Stock
20200803,7,8,375,0,318,320,120000,Low
20200803,8,9,1711,0,827,140,239540,In Stock
20200803,8,7,2520,0,1114,140,352800,In Stock
20200803,8,8,1056,0,768,140,147840,In Stock
20200803,9,10,3400,0,802,60,204000,In Stock
20200803,9,13,2074,0,995,60,124440,In Stock
20200803,10,2,2842,0,1025,110,312620,In Stock
20200803,10,10,296,4282,957,110,32560,Reorder
20200803,10,11,1462,0,1085,110,160820,In Stock
20200803,11,14,143,0,76,4800,686400,In Stock
20200803,12,14,255,0,72,3100,790500,In Stock
20200803,13,14,138,0,49,9500,1311000,In Stock
20200803,14,14,133,0,76,12400,1649200,In Stock
20200803,15,3,700,0,324,240,168000,In Stock
20200803,15,14,1056,0,220,240,253440,In Stock
20200803,16,14,1282,0,382,1900,2435800,In Stock
20200803,17,10,193,0,74,7300,1408900,In Stock
20200803,17,12,183,0,47,7300,1335900,In Stock
20200803,17,6,250,0,64,7300,1825000,In Stock
20200803,18,12,220,0,74,18600,4092000,In Stock
20200803,18,2,217,0,76,18600,4036200,In Stock
20200803,19,3,92,0,70,5400,496800,In Stock
20200803,19,11,205,0,75,5400,1107000,In Stock
20200803,20,10,404,0,284,860,347440,In Stock
20200803,21,12,1912,0,1221,140,267680,In Stock
20200803,21,13,2229,0,860,140,312060,In Stock
20200803,22,2,855,0,366,980,837900,In Stock
20200803,22,11,655,0,257,980,641900,In Stock
20200803,22,12,1086,0,263,980,1064280,In Stock
20200803,23,11,48,352,55,6200,297600,Reorder
20200803,24,11,43,0,10,44000,1892000,In Stock
20200803,24,2,33,0,12,44000,1452000,In Stock
20200803,24,10,39,0,12,44000,1716000,In Stock
20200803,25,6,18,0,8,21500,387000,In Stock
20200803,25,11,12,0,9,21500,258000,In Stock
20200803,26,3,418,0,349,310,129580,Low
20200803,27,1,118,0,66,2700,318600,In Stock
20200803,28,5,48,301,56,8900,427200,Reorder
20200803,29,13,219,1107,251,430,94170,Reorder
20200803,29,2,606,0,243,430,260580,In Stock
20200803,30,5,1029,0,218,520,535080,In Stock
20200803,30,11,1082,0,268,520,562640,In Stock
20200803,31,4,26,0,8,96000,2496000,In Stock
20200803,31,1,21,0,10,96000,2016000,In Stock
20200803,32,1,106,0,77,3400,360400,In Stock
20200803,32,4,148,0,51,3400,503200,In Stock
20200803,33,1,87,0,62,5900,513300,In Stock
20200803,33,4,5,320,57,5900,29500,Reorder
20200803,33,14,164,0,60,5900,967600,In Stock
20200803,34,5,8,56,9,72000,576000,Reorder
20200803,34,1,44,0,11,72000,3168000,In Stock
20200803,34,4,13,0,10,72000,936000,Low
20200803,35,2,2842,0,1017,45,127890,In Stock
20200803,35,11,3114,0,746,45,140130,In Stock
20200803,36,3,255,0,52,2300,586500,In Stock
20200803,36,13,65,315,69,2300,149500,Reorder
20200803,36,10,171,0,75,2300,393300,In Stock
20200803,37,11,1021,0,225,1100,1123100,In Stock
20200803,38,10,748,0,380,1650,1234200,In Stock
20200803,38,11,878,0,266,1650,1448700,In Stock
20200803,39,8,10,52,11,58000,580000,Reorder
20200803,39,9,1,49,12,58000,58000,Reorder
20200803,40,9,221,0,49,3900,861900,In Stock
20200803,40,11,215,0,45,3900,838500,In Stock
20200810,1,7,1373,0,744,180,247140,In Stock
20200810,1,8,4407,0,972,180,793260,In Stock
20200810,2,4,2497,0,821,90,224730,In Stock
20200810,2,7,2296,0,819,90,206640,In Stock
20200810,2,9,1866,0,1122,90,167940,In Stock
20200810,3,6,99,1337,365,640,63360,Reorder
20200810,4,11,1255,0,221,420,527100,In Stock
20200810,5,9,5083,0,797,75,381225,In Stock
20200810,5,8,3247,0,1066,75,243525,In Stock
20200810,5,7,1343,0,731,75,100725,In Stock
20200810,6,8,521,0,339,1200,625200,In Stock
20200810,6,7,920,0,380,1200,1104000,In Stock
20200810,6,9,772,0,339,1200,926400,In Stock
20200810,7,8,198,1433,318,320,63360,Reorder
20200810,8,9,1228,0,827,140,171920,In Stock
20200810,8,7,1941,0,1114,140,271740,In Stock
20200810,8,8,501,5412,768,140,70140,Reorder
20200810,9,10,3062,0,802,60,183720,In Stock
20200810,9,13,1772,0,995,60,106320,In Stock
20200810,10,2,2502,0,1025,110,275220,In Stock
20200810,10,10,3612,0,957,110,397320,In Stock
20200810,10,11,963,4843,1085,110,105930,Reorder
20200810,11,14,127,0,76,4800,609600,In Stock
20200810,12,14,234,0,72,3100,725400,In Stock
20200810,13,14,116,0,49,9500,1102000,In Stock
20200810,14,14,90,0,76,12400,1116000,Low
20200810,15,3,585,0,324,240,140400,In Stock
20200810,15,14,906,0,220,240,217440,In Stock
20200810,16,14,1166,0,382,1900,2215400,In Stock
20200810,17,10,168,0,74,7300,1226400,In Stock
20200810,17,12,167,0,47,7300,1219100,In Stock
20200810,17,6,226,0,64,7300,1649800,In Stock
20200810,18,12,202,0,74,18600,3757200,In Stock
20200810,18,2,180,0,76,18600,3348000,In Stock
20200810,19,3,56,323,70,5400,302400,Reorder
20200810,19,11,180,0,75,5400,972000,In Stock
20200810,20,10,292,0,284,860,251120,Low
20200810,21,12,3440,0,1221,140,481600,In Stock
20200810,21,13,1917,0,860,140,268380,In Stock
20200810,22,2,769,0,366,980,753620,In Stock
20200810,22,11,546,0,257,980,535080,In Stock
20200810,22,12,993,0,263,980,973140,In Stock
20200810,23,11,27,371,55,6200,167400,Reorder
20200810,24,11,40,0,10,44000,1760000,In Stock
20200810,24,2,29,0,12,44000,1276000,In Stock
20200810,24,10,34,0,12,44000,1496000,In Stock
20200810,25,6,14,0,8,21500,301000,In Stock
20200810,25,11,9,58,9,21500,193500,Reorder
20200810,26,3,258,1310,349,310,79980,Reorder
20200810,27,1,89,0,66,2700,240300,In Stock
20200810,28,5,26,308,56,8900,231400,Reorder
20200810,29,13,87,1315,251,430,37410,Reorder
20200810,29,2,508,0,243,430,218440,In Stock
20200810,30,5,879,0,218,520,457080,In Stock
20200810,30,11,950,0,268,520,494000,In Stock
20200810,31,4,21,0,8,96000,2016000,In Stock
20200810,31,1,16,0,10,96000,1536000,In Stock
20200810,32,1,63,275,77,3400,214200,Reorder
20200810,32,4,115,0,51,3400,391000,In Stock
20200810,33,1,49,308,62,5900,289100,Reorder
20200810,33,4,217,0,57,5900,1280300,In Stock
20200810,33,14,124,0,60,5900,731600,In Stock
20200810,34,5,4,56,9,72000,288000,Reorder
20200810,34,1,42,0,11,72000,3024000,In Stock
20200810,34,4,7,40,10,72000,504000,Reorder
20200810,35,2,2349,0,1017,45,105705,In Stock
20200810,35,11,2517,0,746,45,113265,In Stock
20200810,36,3,217,0,52,2300,499100,In Stock
20200810,36,13,48,292,69,2300,110400,Reorder
20200810,36,10,150,0,75,2300,345000,In Stock
20200810,37,11,844,0,225,1100,928400,In Stock
20200810,38,10,610,0,380,1650,1006500,In Stock
20200810,38,11,781,0,266,1650,1288650,In Stock
20200810,39,8,5,50,11,58000,290000,Reorder
20200810,39,9,34,0,12,58000,1972000,In Stock
20200810,40,9,193,0,49,3900,752700,In Stock
20200810,40,11,199,0,45,3900,776100,In Stock
20200817,1,7,998,0,744,180,179640,In Stock
20200817,1,8,3722,0,972,180,669960,In Stock
20200817,2,4,1924,0,821,90,173160,In Stock
20200817,2,7,1603,0,819,90,144270,In Stock
20200817,2,9,1579,0,1122,90,142110,In Stock
20200817,3,6,1145,0,365,640,732800,In Stock
20200817,4,11,1062,0,221,420,446040,In Stock
20200817,5,9,4487,0,797,75,336525,In Stock
20200817,5,8,2989,0,1066,75,224175,In Stock
20200817,5,7,768,0,731,75,57600,Low
20200817,6,8,387,0,339,1200,464400,Low
20200817,6,7,784,0,380,1200,940800,In Stock
20200817,6,9,664,0,339,1200,796800,In Stock
20200817,7,8,24,1379,318,320,7680,Reorder
20200817,8,9,4355,0,827,140,609700,In Stock
20200817,8,7,4444,0,1114,140,622160,In Stock
20200817,8,8,81,6657,768,140,11340,Reorder
20200817,9,10,2781,0,802,60,166860,In Stock
20200817,9,13,1439,0,995,60,86340,In Stock
20200817,10,2,2029,0,1025,110,223190,In Stock
20200817,10,10,3199,0,957,110,351890,In Stock
20200817,10,11,503,5759,1085,110,55330,Reorder
20200817,11,14,101,0,76,4800,484800,In Stock
20200817,12,14,215,0,72,3100,666500,In Stock
20200817,13,14,85,0,49,9500,807500,In Stock
20200817,14,14,50,294,76,12400,620000,Reorder
20200817,15,3,432,0,324,240,103680,In Stock
20200817,15,14,697,0,220,240,167280,In Stock
20200817,16,14,960,0,382,1900,1824000,In Stock
20200817,17,10,127,0,74,7300,927100,In Stock
20200817,17,12,138,0,47,7300,1007400,In Stock
20200817,17,6,195,0,64,7300,1423500,In Stock
